text	category
Ningal kaynhe ullu vere oru nadan	unknown_state
മമ്മൂക്ക ഇങ്ങൾക്ക് പകരം ഇങ്ങൾ മാത്രം  ഒറു രക്ഷേം ഇല്ല	Positive
Bhasi & Fahad fans like here	not-malayalam
ഇത് ഞാൻ പണ്ട് മലയാളം ഉപന്യാസം എഴുതിയ പോലുണ്ട്... വാക്കുകളുടെ എണ്ണം തികഞ്ഞു പക്ഷേ വായിച്ച് നോക്കിയാ ഒരു കുന്തോം ഇല്ല	Negative
Producer driver aayathu kondu nalla thallu kaannum. Allenkil manapoorvam ithine flop aakkum. Neratte thalliyathokke satyam aannennu kaannikkaan. Pakshe feel good feel undu trailerinu undu. Mohanlalinu pakaram Dileep, Jayaram, Biju Menon, Jagadish ot Joju George mathi aayirunnu. Mohanlal kullamakkum Drama kullamakkiyathu pole.	Negative
Abrid Shine എന്ന് കേക്കുമ്പോഴേ രോമാഞ്ചം	Positive
അജിത് ബുണ്ട മാവാൻ സൂര്യ അണ്ണനോട് അടുപ്പമില്ല	Negative
ഒന്നും പറയാനില്ല.. കിടിലോൽക്കിടിലം... ജോ ജോ... ഇഷ്ട്ടം.. കട്ട വെയ്റ്റിംഗ്	Positive
എന്തിനാ ചേട്ടാ, ബ്ലാബ് അഗമ ബത്തുക്കോ ഈ വാട്ടി ഫിലിം കാണുമോ. ബഡ് തരുന്ന കാശിനു മാത്രം അഭിനയിച്ചാൽ മതി. നിങ്ങൾ അതേ സിനിമയെ അമിതാഭിനയത്തിലൂടെ പരാജയപ്പെടുത്തി	Negative
എനിക്കും സിനിമ ഇഷ്ടമാണ് nu nenachan bit	Negative
ഒപ്പം ട്രെയിലറും 950000. പോസ്റ്റ് ചെയ്ത വീഡിയോയും കാണുക (ഇഷ്ടപ്പെടാത്തത്).	Negative
Endammo ethilum nallathu Viva video arunneee	Negative
ദേവുദിയ ഡിസ്ലിക്ക് ഇട്ടാൽ തടി താങ്ങുന്നില്ല	Negative
ചാക്കോച്ചന്റെ Carrier ൽ ഇത്‌ ഉറപ്പായും ഒരു breakthrough ആയിരിക്കും...	Positive
Visuals ഗംഭീരം but ഡയലോഗ് ഒരു നാടകീയത	Mixed_feelings
അടിപൊളി ഗ്രാഫിക്സ്. ഈ ആഴ്‌ചയിലെ വീഡിയോ ഗെയിമുകൾ കോഡ നല്ലതാണ്.	Negative
കുട്ടി nighty shirt ഊരുന്നത് പോലെയാണോ അതോ തലയുടെ മുകളിൽ കൂടിയാണോ ഊരി ഇട്ടത്... കഴുകാൻ ഇട്ട തുണിയുടെ കൂട്ടത്തിൽ ഒന്ന് നോക്ക്.. thank dhorai sinkam later.. ok bei	unknown_state
ടാ ചെക്കാ നീ പോളിയാണ്... ബോണി പറയാൻ പറഞ്ഞതാ..	unknown_state
Last oru palli kaanikkunnille athu eetha place	unknown_state
ചാക്കോച്ചന് ഈ പടം ഒരു വഴി തിരിവാകട്ടെ.. മിഥുൻ കോമഡി മാറി ഇങ്ങനെ ഒരു ഐറ്റം ചെയ്യുമെന്ന് ഓർത്തില്ല.. വിജയാശംസകൾ അഞ്ചം പാതിരാ	Positive
ഡയലോഗ് പ്രസന്റേഷൻ .. കിളിച്ചുണ്ടൻ മാമ്പഴം എന്ന് പറയുന്നവരോട് ഒന്നു പറഞ്ഞോട്ടെ... മരയ്ക്കാർ പിന്നെ എന്താ പറയണ്ടേ... ഹയ് തമ്പുരാൻ ഇങ്ങനെ പറയ... നശിപ്പിച്ച് കളയും ഹൈ ... ട്ടാ... ഇല്ലം ശൈലിയിൽ പറയണോ... ദുരന്തങ്ങൾ	Negative
തണ്ണീർമത്തൻ ദിനങ്ങൾ !!   നിങ്ങൾക്ക് കുട്ടിക്കാലത്തിലെയ്ക് ഒന്ന് തിരികെ പോണോ?  കുറച്ച് നൊസ്റ്റു അടിക്കണോ??  ഒരു 2:30 മണിക്കൂർ പൊട്ടി ചിരിക്കണോ??  ഇതൊക്കെ വേണമെങ്കിൽ ഇഷ്ടമാണെങ്കിൽ ധൈര്യമായി 100 മുടക്കിക്കോ    Guaranteed !!	Positive
Padam kandit ittymaniyude trialer kannan vanavar uddoooo lalettan fans like theme adipoli	unknown_state
ഒരു മൂക്കുത്തി പോയതിനു ഇങ്ങനെ കിടന്നു തുള്ളണോ	unknown_state
Ellarm polikkattee.. ikka unnimukundan Prachi tehlan achuthan...fanism marann ellarm e padam kanumenn pratheekshikkunnu	Positive
Nizwagloo you crt agi പ്രൊമോഷൻ മഡില	Negative
Spr song ഹേറ്റേഴ്‌സ് nde അണ്ണാക്കിൽ	Positive
Kalakki ithu box ofice aaghosham aayirikkum	Positive
ആരോ ഒരാളല്ല... എന്റെ  ഏട്ടൻ... My Big brother	unknown_state
Fake ട്രെയ്‌ലർ കണ്ടാലും വാണൻമാർക്ക് മനസിലാകില്ല എന്നു വെച്ചാൽ എന്ത് ചെയ്യാൻ ആണ്	Negative
രാഷ്ട്രീയ സിനിമ ഉണ്ടാക്കുന്നത് ലാഭത്തിന് വേണ്ടിയാണെന്ന് പറയുന്നവരെല്ലാം തമിഴ്നാട്ടിൽ തങ്ങി മറ്റെവിടെയെങ്കിലും പോകണം.	Negative
1.28 ലെ ബിജിഎം ലൈലാ മേ ലൈല സോങ്ങുമായി ബന്ധം തോന്നിയവരുണ്ടോ	unknown_state
Iwa... ഇജ്ജാതി ഐറ്റം  മമ്മൂക്ക സ്ക്രീൻ പ്രസൻസിന് ... ആ bgm കൂടി വന്നപ്പോൾ... രോമാഞ്ചം	Positive
Padam motham twistukal aayirikkumennathil samshayamilla	Positive
Nayakan karshakananenglm dance kalikumbo Prabhu devaye pole kalikkanm enna logikkullavar OMKV.. Sthrinadayulla oru purushan (dance shasthreeyamayi ariyatha) kalikumbo idu thanneyalle correct..aa kadhapathramalle kalikunnad..	Negative
തമിഴ്നാട് തകരുമെന്ന് ഉറപ്പാണ്...	Negative
സാന്റ ഇല്ലാത്ത എന്ത് ക്രിസ്തുമസ്സ് ഈ x mas സാന്റാക്കുള്ളത്	Positive
സിനിമ നിജ് ചങ്ങില ഗുരു	Negative
Ithu poloru movie malayalathil kaanan orupaadu agrahichirunu pakshae aenokae Different konduvanitundo apozhokae malayali thatimaatiyitundu ithu athu polaavathirikatae new gen moviekarum youthum kungfuyae ishtapeduna aelaavarum movie theatril thanae poyi kandaal mathiyayirunu all the best	Positive
Mass aanu padam a complete treat	Positive
എത്ര മുഞ്ച ബരു പന്നി മുഞ്ചി മധുരൈ	Negative
ഒരു തമിഴ് രാക്ഷസൻ ഫീൽ വന്നവർ ഇവിടെ ലൈക്ക് ചെയ്യ്	unknown_state
I am huge fan മൂക്കുത്തി. From newziland	unknown_state
മകനേ, ആ അമ്മ മാത്രമേ ഇന്ന് ജീവിച്ചിരുന്നുള്ളൂ, നീ ജീവിച്ചിരിക്കില്ലായിരുന്നു #ennadapannivaichirukeenga	Negative
Ivde like adichavar avde poy dislike ADI.. avde like adichavar ivde vannum dislike adikku.. sangathy onnu kozhukkatte..	unknown_state
Buddies... Ee movie yil shane nte intro scene il aa bluetooth speaker il vekkunna paattu onnu pararanju tharumo aarengilum..	unknown_state
Kore kaalathin shesham joshy sirinte oru movie..... Excitement at its peak.....	Positive
ആരായാലും അബിദാരെ സംഗദത്തിന്റെ മുടി ഒരു ഫ്ലാപ്പ് പോലെ	Negative
എന്നാലും എന്റെ മൂക്കുത്തി.. നീ കാരണം ... ഷോ......	unknown_state
Ini aaanu kali trailer kalakki above expectations	Positive
അവരെ കൂടാതെ ഒരു ജാതി ചേർക്കുക.	Negative
E mass trailer ne vecchanalo madura raja ye compare cheyyunadh...kashtam	Negative
ടോസ് 850 ഡിസ്‌ലിക്കുകൾ രശ്മിക മന്ദാന ആരാധകരിൽ നിന്നുള്ളതാണ്	Negative
Ee പ്രായത്തിലും ഇജ്ജാതി മനുഷൻ ikka uyiir	Positive
എന്ത് ഉമ്പിയ പാട്ട് ! ഇത് ബിഗ് ബഡ്ജറ്റ് ചരിത്ര സിനിമ ആണോ അതോ സീരിയൽ ആണോ 🤣	Negative
ഒട്ടാർ നേതാവ് ഹേ കലൈകിരിയാ... അപ്പൂപ്പൻ തായ്... ലീഡർ ഗു എഗൻസ്റ്റ് ആഹ്, ഉണ്ടായിരുന്നവനിൽ നശിച്ച ചരിത്രമുണ്ട്..	Negative
കുഞ്ഞാലിമരക്കാർ ഇനി സ്റ്റീഫൻ നെടുമ്പള്ളി സംസാരിക്കും പോലെ സംസാരിക്കണം എന്ന് പറയുന്നത് എന്ത്  വിരോധാഭാസം ആണ്.. ചരിത്രം സിനിമ ആകുമ്പോൾ ഇങ്ങനെയേ പറ്റു..  എനിക്ക് ഇഷ്ട്ടായി.. മരക്കാർ	Positive
Telugu padam pole aavaathirunnal mathiyaayirunnu.fight okke ethandu athupole thanne	Mixed_feelings
രാക്ഷസൻ BGMഉം ആയി എവിടെയൊക്കെയോ ഒരു സാമ്യം പോലെ🤔...അതോ എനിക്ക് മാത്രം തോന്നിയതാണോ..	Mixed_feelings
എന്റെ പൊന്നോ ഇജ്ജാതി.... ടീസർ ഇഷ്‌ടമായവർ ലൈക്‌ അടിച്ചിട്ട് പോടെ 🤩🤩🤩	unknown_state
ചക്ക്: സൂപ്പർ ഹീറോകളില്ല... കോമഡി ഹീറോകൾ മാത്രം...	Negative
സുകുമാരന്റെ ഫോട്ടോ കണ്ടവർ മാത്രം LIKE	unknown_state
തടിയൻ ലാലപ്പൻ പറയിപ്പിക്കും. ഇയാൾ കയറി നിന്നാൽ തന്ന കപ്പൽ മുങ്ങും	Negative
Banglore days, kumbalangi nights, ipo idhuva...	unknown_state
Video kandutheran samayam aayilla athinu munne malaranmar dislike adikan thudangi	Negative
NEEGA VAA THALAIVARE  #MEGASTAR	not-malayalam
Ijjathi kuru trailer releaseinu mumbe ikka fans dislike adikan thudangiyo	Negative
Nte scene paddam kand chirich chirich side aayinn  kidu paddam oru karsha illaatta	Positive
ഇപ്പ എല്ലാം വ്യാജമാണ്	Negative
അഭിനയത്തിനു ഇവിടെ പരിധികൾ ല്ലാ.  വേഷപ്പകർച്ചക്ക് അതിരും.. FACE OF INDIAN CINEMA	Positive
അപ്പോ ഞാൻ ആരാണെന്ന് അറിയണം അത്രേല്ലെ ഒള്ളൂ ദാ കാണ്	unknown_state
Tovino look. & BGM vere level	Positive
5 varshathinullil mikkavarum jojo bro super starukalude  kanji kudi muttikkum	Positive
ഈ ഓണം ഇട്ടിച്ചായൻ കൊണ്ടു പോകും എന്ന് ഉറപ്പുള്ള ഇക്കാ ഫാൻസ് ആരെങ്കിലും ഉണ്ടെങ്കിൽ ഇവിടെ	unknown_state
Uff  ijaathi trailer.. adipoli #Mohanlalwood #Eeh onam nammakada makkale #ittichayan #Ettan	Positive
മമ്മൂട്ടി അല്ലാതെ ഇങ്ങനൊരു വേഷത്തെ ആരു ചെയ്താലും ഉൾകൊള്ളാൻ ബുദ്ധിമുട്ടാണ് അത് മോഹൻലാൽ ആയിട്ടും കാര്യല്ല. ഇനി തെളിയിക്കാനുള്ള സമയമാണ് നോകാം തെളിയിക്കുമോ എന്ന്	Mixed_feelings
Who else after mamankam trailer 🥰	not-malayalam
ennaalum ee paattinu dislike koduthavarude manasika nila enthayirikkum... psychos.??	Negative
Ettan die heart fans like adi	unknown_state
Kannadi poyi nokkadi apo kaanum mookuthy	Negative
മൂക്കുത്തി കാണാൻ ഇല്ല.. വാ എല്ലാരും ഡാൻസ് കളി..	unknown_state
ഹാരിസ് ജയരാജ് ഒരു സൂപ്പർ സംഗീത സംവിധായകനായിരുന്നു.	Negative
എന്റെ പൊന്നോ ഇത് വെറും മാസ്സ് അല്ല അതിരടി മാസ്സ്.... മമ്മൂക്ക എന്നാ ലൂക്കാ... ശെരിക്കും അസുരൻ തന്നെ	Positive
Filim kaannadhe trailer kandu diss like adikkan kureyannam vannolum kashtam thanne diss like adikkan mathram jeevikkunna guys hii	Negative
കോടതിയിൽ കയറി തുണ്ട് ചോദിച്ച കോവാലൻ ഫെൻസ് ഉണ്ടോ	Negative
ഈ സിനിമയിലൂടെ നിവിന് ഒരു അവാർഡ് പ്രധീക്ഷിക്കുന്നവർ ഉണ്ടോ??	unknown_state
താമസിച്ചു പോയി കാണാൻ... ഇന്ന് കണ്ടു...പൊളിച്ചു.. ഫഗദിക്കാ..,ചേട്ടൻ സൂപ്പറാ	Positive
policinte kayilulla pottasu thokku kondu bheekaravadhikale kollan pattila athinu Nammude Pattaalam Thanne venam	unknown_state
aarokke first  showkk pokum ? fdfs arokke like adikk  🤔🤔????	unknown_state
trailer kanditu ithenkilum pwoliyillannu thonnunu..   nb:- njan oru katta #mohalal fan aanu	Positive
Aju vargheese negatuve role aanen thonniyavar ondo	unknown_state
മമാങ്കം movi ഇഷ്ടം ആയവർ വന്ന് like adiku	unknown_state
ഫഹദിന്റെ പടം ആയതോണ്ടാവും പിള്ളേർ അടക്കം നാച്ചുറൽ... പൊളിച്ചു	Positive
ഹാ!! ഇങ്ങനെ ഒരു സിനിമ ഇനി ഓണം ഗംഭീരം ലാലേട്ടാ🤣ittimani thakarthuuu	Positive
BEST WISHES TEAM  Abrahaminte Santhathikal	Positive
Hollywood style...mammukka Box office kidukkum..mass stylish thriller aayirikkum...	Positive
ഈ പോക്ക് പോയാൽ 10 million വ്യൂവേഴ്സ് ആകും	Positive
ട്രെയിലർ പേജ് ലൈക്ക് ചെയ്യുന്നവരുടെ സങ്കടകരമായ കൂട്ടിച്ചേർക്കൽ	Negative
ഡയലോഗ് പോയി ശരിയായില്ല അതൊക്കെ നമ്മുടെ മമ്മൂക്ക ഒന്നര മുതല	Negative
heavy mass	Positive
ഈ സോങ് തിയേറ്ററിൽ ഉണ്ടാക്കിയ ഓളം ചെറുതൊന്നുമല്ല	Positive
ഇന്നലെയാണ് പടം കണ്ടത്. കിടുകാച്ചി പടം. രാജുവേട്ടൻ സുരാജേട്ടൻ പൊളിച്ചു	Positive
chattambi nadente oru cheriya oru koppi mathiri	unknown_state
പാല് കുടിച്ചിട്ട് ഉറങ്ങും, ചായ കുടിച്ചിട്ട് ഉറങ്ങും എന്നാണോ നിങ്ങൾ കരുതുന്നത് - അമിയാണ്ടിസ്	Negative
Teaser വരുന്നതിനു മുൻപ് 343 ഡിസ്‌ലൈക്ക്  എന്ത് പേടിക്കല മക്കളെ ഇത് l🤭🤭  #shylok	Negative
Avasanam iluminati varumo??? Ippo mikka pritviraj  padavum anganaanallo	unknown_state
Vere Level...... Trailer pwoli......  Bgm katta mass....	Positive
Ella frauds um koottathode undallo...naari dileep	Negative
I love മലയാളം-ಮಲಯಾಳಂ- Malayalam movies. Love from ಕರ್ನಾಟಕ-കർനാടക-Karnataka	unknown_state
2k19 മമ്മുക്കയുടെ വർഷം ആയത് പോലെ 2k20 മമ്മുക്കയുടെ ആയി മാറട്ടെ	Positive
ഉള്ള കാര്യം പറയാമല്ലോ.. ഊമ്പിയ പാട്ട്..   ഇളയരാജ, വിദ്യാസാഗർജി  നിങ്ങളെയൊക്കെ ഇവിടെ വല്ലാണ്ട് മിസ്സ് ചെയ്യുന്നു..	Negative
Mookuthi kandillel kuzhappam illa.  Unnni eetane kande ee	unknown_state
ഇത് പൊളിക്കും വിനീത് ശ്രീനി കുഞ്ഞിരാമായണം പോലെ	Positive
കത്തി തീം പോട്ടു വച്ചി ഇരുക്കാ 🤣🤣	Negative
Trailer igane aanekil	Positive
ലാലേട്ടാ  🥰🥰🥰🥰🥰🥰പക്ഷെ സിദ്ധിക്ക് സാറിന്റെ direction പണ്ടത്തെ പോലെ ഫലിക്കുമോ എന്ന് കണ്ടറിയാം... മോഹൻലാലിനെ പോലെ ഒരു ലെജൻഡ് ഇനെ ആണ് കയ്യിൽ കിട്ടിയിരിക്കുന്നെ.. മാക്സിമം utilise ചെയ്യണം,	Positive
ആരാണത്, രജനിയുടെ പാട്ടിന്റെ തനിപ്പകർപ്പാണ്.	Negative
Ellam pwoli comment analo...Chirich paruvaaayi	unknown_state
ലാലേ ഈ വേഷം അനക്ക് പറ്റൂല... അത് ആ മാസ്സ് ചെക്കൻ മമ്മുട്ടിക്ക്‌ ആണ് ചേർച്ച	Negative
Surajettan &  soubinkka   powli combo	Positive
Dislike adichaa ellaa makkalkum oru nadu viral salute ...... It's Lucifer daaa	Negative
യെൻ പൂളൂ പാടം ഇത് പോടാ പസങ്ങളാ... നെങ്ക അമ്പലയാ ഇരുന്താ നിന്റെ പൊന്ന അടകും.... അതുകു തുപ്പു ഇല... പുണ്ട പൂള പാടം യെടുക്ക വന്നുതനുങ്ങ പൊട്ട പശങ്ങളാ.... പഴം വന്നു വായില വിഴുന്ത യേവണ്ട വേണ്ടാന്നു സൊല്ലുവൻ പോടാ... അടക്കുങ്ങാ അപുരം പാടം പൂളു സോളുവുങ്ങ	Negative
ഞാൻ  വെയിറ്റ്  ചെയ്യുന്നത്  ഫഹദ് ഇക്കയെ kaanaan	Positive
Enikkoru  the 10   like tharo   chunkZzzzzzzzzzzzzzzzzzzzz	unknown_state
വൃദ്ധനായ ഇജിത്ത് ഒരു വൃദ്ധനെപ്പോലെയാണ്	Negative
മമ്മൂക്ക ഫാന്‍സ് ഈ ചാനലൊന്ന് സബ്സ്‌ക്രൈബ് ചെയ്തേ.. മമ്മൂക്ക സ്റ്റാറ്റസുകള്‍ പോസ്റ്റ് ചെയ്യാന്‍ ഇന്ന് 9 മണിക്ക് മുന്‍പ് 500 സബ്സ്ക്രൈബ് വേണം..	unknown_state
Chettatharam kanich... App upayogich dislike adichavarod	Negative
ഞെട്ടിച്ചു ആരും ഇതിൽ  അഭിനയിക്കുന്നത്  കാണാൻ പറ്റീല ജീവിക്കുന്നത് മാത്രം...	Positive
Oru thavana kandal veendum kanaan thonnikkunna oru Magic ee Teaseril und...  MASS HAVE A NEW FACE	Positive
നേതാവായി കങ്കണ? എന്തൊരു മണ്ടത്തരം	Negative
വട ചെന്നൈ, അടുക്കി വയ്ക്കാൻ പോരാ.... ശരാശരി മോവേ മാത്രം...	Negative
ഉയിരിൽ തോടും song WhatsApp status 🤘	unknown_state
Marakkar polichadukkum Mone kando laletta Love you	Positive
ithalle ichappiyude nxt movie enn paranjirunnath	unknown_state
Bhagyam aranjaanam aavathathu, mukuthi thanne bedham	unknown_state
പഴകും തോറും വീര്യം കൂടും ...ഇക്ക പെരുത്തിഷ്ടം	Positive
Ippom itharalum kannan vanno vannavar like button adichooo	unknown_state
ഇപ്പോഴും ee പാട്ടു കേൾക്കുന്നവർ ഉണ്ടോ	unknown_state
Malayalam cinema  alla athukkum mele	Positive
Enik. Albudham sidiqane aan 1kodi bajat aayalum. 100 kodi bajatayalum sidiq athil. Kanum. Legend.	Positive
Releaseinu 1 week munne ithu onnum koodi kanan vannavar undo?	unknown_state
Ningale katatthi vettan ningal matrame ollu laletta	Positive
മൂക്കുത്തി കാണാത്തപ്പോ ഇങ്ങനെ, വേറെ എന്തെങ്കിലും ആയിരുന്നെങ്കിൽ ഇക്കേന്റെ വിധം മാറിയേനെ...	unknown_state
@നവീന വി എന്നോട് ആദ്യം കുറച്ച് ശരീരവുമായി വന്ന് വവ്വാലിനെപ്പോലെ എഴുന്നേറ്റ് എനിക്ക് ഒരു ഹിറ്റ് സിനിമ തരാൻ പറയൂ.	Negative
വീണ്ടും വീണ്ടും എനിക്ക് കാണാൻ തോന്നുന്നു shylock	Positive
താനി ചോദിച്ചപ്പോൾ മലയാളി ഡിക്കി ചവിട്ടുന്നു.	Negative
2019ലെ പുതിയ magics and Tech വീഡിയോകൾക്ക് ആയി എന്റെ ചാനൽ visit ചെയ്യു..	unknown_state
Over venda  Odiyanum ingane thanne aayirunnu	Mixed_feelings
Shain abinayukunnathayit thonnunnilla. Sherikum oro scene um jeevikunna pole . Abhi ikka ithoke kand evideyo irunn santhoshikunn ndavum	Positive
Njn lalettan fan okke thanneya...but ikkeede aduthuunnu adutha oru pulimurugan pratheekshikkunnu	Positive
Chackochan nte Oru padam irangaan und enn paranjappo ithrak pretheekshichilla .... Pakka thriller	Positive
It is a Malayalam movie?..! Upper bahubali ..no more words mammokka	not-malayalam
ഹേയ്, ഇതൊരു വോയ്‌സ്‌ഓവർ പോലെയാണ്	Negative
Ikka fans mathramalla ettan fansum undu...Box officeeee Chaavaan thayyaraayikko ...Mamangam	Positive
തമിഴ് സിനിമയിൽ വിജയ് വിജയ് നു ഒരു സംവിധായകൻ ഇരുക്കാരു!!!അവർക്ക് മാസം നാലു ഫ്ലോപ്പ് കുടുകിരത്താൻ പോലപ്പേ!!!പാവം കഥ ഇല്ലാമാ അടുത്ത് അമ്മ വാൽക്കൈല വേലയാടുരാരു!!!!!	Negative
ബീഥോവന്റെ സംഗീതം അങ്ങനെയാണ് ഉപയോഗിക്കുന്നത്.... നാണമില്ലാത്ത തെമ്മാടികൾ. നിങ്ങളുടെ സ്വന്തം സംഗീതം ഇടരുത്. കോപ്പിയടിക്കുന്നവരെല്ലാം അമ്പലമല്ലെന്ന് ഈ നാര വായ് തന്നെ പറഞ്ഞു....	Negative
LALETTAN FAN . WAITING FOR MAMMOOKKA'S  200 CRORE _MAMAANKAM	not-malayalam
ആൾക്കാരെ പറന്ന് അടിക്കുകയും അടി കിട്ടിയ വില്ലൻ പറന്ന് പോകുന്ന തരത്തിലുള്ള fight സീൻ ഒന്നും ഇല്ലാതെ നിന്നാൽ മതിയായിരുന്നു അജയ് വാസുദേവ് ആയത് കൊണ്ട് പറഞ്ഞു കൂടാ	Mixed_feelings
Chemban vinod makes me to remember kalabhavan mani	not-malayalam
സൂപ്പർ ഫിലിം.... കലക്കും.... You love kerala..... You love malayalam... വാച്ച് Dreams kerala വീഡിയോ.... ട്രാവലിംഗ്.. സിനിമ.. ഫുഡ്‌.. Most place....... വാച്ച് &സപ്പോർട്ട് ചാനൽ....	Positive
Lalettan polippichengil.  Adik oru big like	Positive
അവർ അങ്ങനെ സംസാരിക്കുന്നു, നിങ്ങൾ എന്തൊരു വിഡ്ഢിയാണ്?	Negative
ഇത് വഴി പോകുന്നവർ ഇട്ടിമാണിയുടെ ആഘോഷങ്ങൾക്കൊപ്പം നിങ്ങളുടെ സ്വന്തം ഈ മലയാളിപയ്യന്റെ ഈ  Mystery ചാനൽകൂടി ഒന്നു സബ്സ്ക്രൈബ് ചെയ്യണേ..	unknown_state
SRK de Fan movie copy ano?	unknown_state
Mohanlalinte ee cinema pottiyaal njan ellarkkum 1crore rupees kodukkum.................. kodikkendivarilla ennnaram...... because its MOHANLAL	Positive
പിള്ളേച്ചാ...  ഞാൻ തിരുവനന്തപുരത്ത് ഒന്ന് വിളിച്ചു നോക്കിയാലോ....	unknown_state
I am waiting for joshi sir striking again	not-malayalam
പേരിനു ശേഷം ജാതി ചേർക്കുന്നത് ജാതിഭ്രാന്താണ്, ജാതി കാണിച്ച് പ്രിവിലേജുകൾ വർധിപ്പിക്കുന്നതും അങ്ങനെ തന്നെ...	Negative
Trailer kandappo oru pratheeksha und	Positive
Ee sound aanu marakkarde enkil marakkare apamanikkan edukkunna padam aayirikkum. Dress codellam apamanikkunna tharathila	Negative
എന്റെ ഇക്ക നിങ്ങൾ വേറെ ലെവൽ ആണ്	Positive
ഈ ഹീറോ മട്ടവാങ്ങാ ലാ സീറോ വാ ടൈറ്റിൽ എങ്ങനെ ചിന്തിക്കുമെന്ന് എനിക്കറിയില്ല, ആക്ടിൻ കിംഗ് വെരാ ബത്തു ആയി അഭിനയിക്കാൻ പോകുന്നു.	Negative
ഈ പടത്തിലെ നായകൻ ആരാ? ഒന്നും മനസ്സിലായില്ല	unknown_state
ഇന്താ മ്യൂസിക് എങ്കെയോ കേട്ട മാതിരി ഇരിക്കെ ഇളയരാജ വേലയ കടത്തിത്താൻ🤔	Negative
എന്തുകൊണ്ടാണ് നിങ്ങൾക്ക് അജിത് പോളിന്റെ കാല ഇഷ്ടപ്പെട്ടത്?	Negative
Last ikkede varavum ഡയലോഗും  mass	Positive
ഒരു ദിനം കൊണ്ട് 76 ലക്ഷം ആളുകൾ ഈ പാട്ട് കണ്ടെകിൽ ഈ പടത്തിനോടുള്ള ആളുകളുടെ കാത്തിരിപ്പ് അതെത്രയായിരിക്കും  ഈ മൂവി തിയേറ്ററിൽ പോയി കാണാൻ തീരുമാനിച്ചവർ അടി ഇവിടെ ലൈക്	Positive
Onnu vegam dec 14 ayya mathiyayirinnu	Positive
Mukuthi kanatha deshyam Anno Unni mukundannu.....very upset	unknown_state
Hindukalk ivan mahiravan Islamin ivan iblees Christiansin ivan LUCIFER Pakshe nammuk LALETTAN	unknown_state
ഈ മ്യൂസിക് പ്ലാന്റ് vs സോമ്പീസ് ഗെയിമിൽ ഒരുപാട് സംഗീതം വരാനുണ്ട്	Negative
Reckodukal ini pazhankatha puthiya charithramezhuthan varunnu mammooka	Positive
Ittimani mannikunnel ittimani uyir mannichayan loading just 8 minutes	unknown_state
"""കബാലി"" സിനിമ വന്നു...ഇതുവരെ (150 ദിവസം) ടീസർ ""അൺലൈക്ക്"" 17500 മാത്രം...പക്ഷേ....""ഭൈരവ"" ടീസർ പുറത്തിറങ്ങി...രണ്ട് ദിവസത്തിനുള്ളിൽ...26300 ""അൺലൈക്ക്"". ..!ദയവായി.. ..നേതാവ് ""രജനി""യുമായി ആരെയും താരതമ്യം ചെയ്യരുത്...!"	Negative
കന്നഡ.....🤦മാറ്റേ റീമേക്ക് ചിത്രം.	Negative
Kodoora mass item loading aan man	Positive
Ettan and vijay annan fans Like here	not-malayalam
@മഹേഷ് ബാബു ആൺ സുലേമാഗനേ.....ഉർക്കോ....	Negative
Angane ee Christmas nu Sherikum SANTA Varum	Positive
Thalaivar super star rajini punch 🤘🤘🤘🤘	not-malayalam
ഫഹദ് ഇക്ക വില്ലൻ ആണെന്നു പറഞ്ഞിട്ടു കട്ട പോസിറ്റീവ് ആണെല്ലോ...കിടിലൻ..കണ്ടറിയാം	Positive
Rajini petta dialogue #MAVANE KOLA KANDLA IRUKEN KOLLAMA VIDAMATEN#	not-malayalam
ജാതി തിരിച്ച്, എന്തിനാണ് ഇങ്ങനെയൊരു സിനിമ?	Negative
Adhyam ee song kettappol ishtapedadhe pinneedu movie kandittu pattu ishtapettavar undoo.... Hit like	unknown_state
നമ്മിൽ വിശ്വാസമുള്ള നമ്മുടെ ആളുകൾ എന്താണ്?	Negative
ഓമ്മളെ ബികം വേറെ ലെവൽ, സേമ ബികം സാം ഉളിയന്തൂരിന്	Negative
ഭൈരവയുടെ സിനിമയെക്കുറിച്ചാണ് നിങ്ങൾ പറയുന്നത്	Negative
എന്തൊരു കോമഡി, പഴയ അജിത്ത്	Negative
No way man ikkaaaa next hit	Positive
ഇത്ര ഷോകം സിനിമ എന്റെ ജീവിതത്തിൽ ഞ്ഞാൻ കണ്ടിട്ടില്ല	Negative
Odiyanil poya pratheeksha luciferin thannekkua ....Etta....minnichekkane .	Positive
വടക്കൻ വീരഗാഥയിലെ പാട്ടു പോലെ പ്രതീക്ഷിച്ചു - but  ഇത് ലോക്കൽ പാട്ടും സൂപ്പർ Scenes ഉം	Negative
Oru nalla cinema kkaayi kathirikkkunnu.    Dhayavayi ithine 100 cr pattikayil kettaruth	Mixed_feelings
Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!	Negative
കൃഷ് (ഹൃത്വിക് റോഷൻ): അമാ ഇ തമാശയാണ്	Negative
Eh padam enthayalum theatre ile poyi ijan kanila	Negative
