text_trans	category
Bigg boss allu avane srimanarayna	Mixed feelings
Nanagu hage ansate	Positive
Short film EDITING maduvudu hege lincnn	unknown state
@Dr Vishnu Dada- Appu	unknown state
Best movie in Kannada🤘🤘🤘	not-Kannada
Kannada films going next level	Positive
Found 806 rashmika mangannas....	Negative
Idu charitre shrustiso avatara @ RAKSHIT SHETTY	Positive
Hands  up	not-Kannada
nimm chitrakke shubhavagali n nimm kannadig.	Positive
nann bandugale ondannu naavu tililebekad avashyakate ide adu enandre modalige manushyanlli athwa samudayadalli athwa ondu deshkke naanu doddavanu emb bhavane bandubittare adu keval 200 athwa 300 varshagamalli tann sarvanash madicondu bidutte. yake andre nivu itihaash nodidag  manushyanlli ondu aase barodu sahaj naanu ellarigint doddavanagi irabeku bereyavarigint ettarakke belibeku endu ide bhavane 1200 varshagal hinde arab deshad muslim dharmad generalli bandu andin hindugal deshvadant bharat	Positive
@King of King yako istond urkond saytiyA burnal achko	Negative
Rashmika haters like madi	Negative
basavaraj kencharaddy g	Positive
Namma hero rakshit	Mixed feelings
holliwood renjigide...veyting...idu charitre srushtiso avataar	Positive
@Sammy Gunda s bro	unknown state
Tik tok premigalu satthru	Negative
U  r true sir	not-Kannada
Superrrrrrrrrrrrrrrrrrrrrrrrn         Songggggggggggggggn	not-Kannada
Slow poison song annoru like madi...	Mixed feelings
Next scene saanvi	unknown state
@Shashidhar A 10000% sathyavada maathu	unknown state
Yenthadu Sir... Northnalli promotion yavaga maadthiri ??? Namge eh film gellalebeku ...damayya marre	Negative
Mastt AG helidna guru	Positive
Dialog super agii oddidya anna.. super	Positive
music tumba estaaythu bro	Positive
Anirud superb yar....wat a thinking man .....	not-Kannada
Bucket fans like here	Mixed feelings
Diy supar movise	Positive
unlike kottiroru ramshakkana fanse erbeku	Negative
I'm big kiccha&rakshith Shetti fanzz	Mixed feelings
hate tik tok	not-Kannada
Nice tiger. Tipn	not-Kannada
God blees you sir hanumantana krupe nima melirali	Positive
Superb movieeeeeee ....	Positive
Reginald Kelly kithkabeku bandu edthine nandu	Negative
Bindu gowda hello!.... Koltogiro kobri mithaayi mukdavlene🤭🤙	Negative
Superb sir	not-Kannada
Yudha mada beku katukara🧟 munde oda baradu bhagavatgethe Who likes this line	Positive
Super song  anna🤓	Positive
I love you jentalman  move	not-Kannada
haudu haudu ninne nammanigu bandid........ cha kudka hod	Negative
Fittest will survive. Ashwath olle actor aadre maganu ange aagbeku andre aagutta? Dr rajakumar tara avr maklu aagalla avr yavattidru avre. So illi acchari pado avashyakate illa.	Mixed feelings
Yen huru helidiri super	Positive
Super songr new rekard break madly	Positive
Yen dialog hoditiya guru super	Positive
prajaprabhutvadalli britain rani ulisiconderu	Positive
Ashwath ge Ashwathe saati nAntha Mahaan Natarige Nanndondu Doodda Salaam	Positive
@Troll Stupid Fans dagar yaru nin Amma na	Negative
Super tippa i like video i love video	not-Kannada
pracharad korateind i cinema sotide......	Negative
Cute kushii Ravi	Positive
Mettu tagand hodibeku soolemaklige soolerge avren chinadalliro mindrige hunttidira nimmoun t....u	Negative
Hindi version kab ayega	not-Kannada
vijay prakaash sar Voice	Mixed feelings
I am thyada	Mixed feelings
de bass abhimanigal kadeind all the best	Positive
Bahusha nanna jeevana kooda nimma dariyalle naditha ide sir hat's off sir nimma swabhimaanakke	Positive
ide tar moovie barli nkannada chitrarangadalli nbeVlYavaNigeV tarali annoruonlike madi	Positive
Bro instagram nalli vagul dengorige edetara aapidri bro	not-Kannada
Amazing song man.....big fan from Jammu	not-Kannada
namaste mast maga.kamounnnimm chanal abhimanigakallobb naanu...nnimma videogaligagi kaytirtene...nnI video nodi yako ondashtu charche madebahudeno annistu... nanaganisiddann heltidene... nsarkAragalYa nirlakshyad bagge nivandaddu sariye... nAxareV fivratar kaigarika kranti parisarad mele mattu vaiyaktik jeevanad mele bhayanak prenam biruttade... n1. illiruva janasankhya sandratege takk udyogavkash srushti kasht...n2. indhan mattu vidyut poorikegu hchin parisar naash anivaryavagabahudu...n3. illin rajakiya swarup mattu bhrashtachar eshtu nachikegadinaddagideyo ashte hinavagi illin samajik pidugugalive (jaati	Positive
hadu keltaidre onthar lavli kick erutte annoru like madi.......nXanyavAxagalYu...nrakRiw sar...vijay sar....ajanish sar... suparb san.hands ap	Positive
Vp super voice	unknown state
intah mahan vyaktiya   sandarshan madid nimm chanelge tumba dhanyavadgalu	Positive
Super songu guru	Positive
Waiting #ASN ......	Positive
sar i tarahu  speach beku  prati nitya  intah  videos beku  sar  tumba dhanyavadgalu	Positive
nimm maatu keli chamayya meshtru nenapadru	Positive
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
Hindi me kab release karo ge	not-Kannada
Nanu 999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999 sala ee songaanu keele dini	Positive
savarth rajakiya mattu raudism mattu kelas garru malik nanu rakshane madlill	Mixed feelings
Super namboke kasta agirbodu but really agirbodu	Positive
Yavga release agute	Mixed feelings
Holle kelsa ban agirodu🤣	Positive
God bless you sir	not-Kannada
Hindi Yalli Distribution madore illa ouda	Negative
Making r awesome bro..avlge Ennu usbeku	Positive
@s.g. mathapati d	unknown state
Kannada ne best adrallu kannada songs adre hen andkondodira	Positive
@Nandi Parthasarathi hadaragitti	Mixed feelings
@Nagabhushana B S ayyo sulemaklu....	Negative
Hindi version yelli	unknown state
Kya lyric hai yar....	not-Kannada
A r. Basavarajppa	not-Kannada
Nija. Never support communist party	Mixed feelings
Jai d boss	not-Kannada
ond sal nin mukh to r su gurve	Negative
tick tock CEO n bharatadalli ati hechu somarigaliddara hagagi tick tock annu baisuttiddare antason sockinind ati kevalvagi matadidaru kud nachikegett   nammavarige buddhi bandill	Negative
Bro tiktok ban bagge bejar agiro nayi galige innu mut nodkollo hage roast madu bro plzz...aa lofar nayi galige nam desha kinta ade bekagide nayigalige...	Negative
But kone yalli police magala jeevana da bagge clarity kodbekittu... nIdondu bittu film matra	Negative
Super jai d boSs	not-Kannada
i love adi acting super	Positive
souper story kannada savira	Positive
oake oke....nanage gottagalill.....	Mixed feelings
idannu kud dislike  madtirallaro enro ellind bartiro nivella	Negative
Amruta kud dashte santosha kanla	Positive
@gowtham gowtham Kiccha nimamman oorsoole nimammam thullige bale sigskondu keythivi hushaaru sik sikkid kade thika kodtha edre hardu oorbaglu madthivi amele doctorgu holge jaga erbardu hange keythivi beware bale pans 🤣🤪	Negative
thea sundaravaad romantic mahakavyavagiddu	Positive
san souper nmyUsik	Positive
@Krishna Tirividi yes support all kannada cinema	Mixed feelings
Super song bro superrrrr......b	unknown state
Kiccha Sudeep sir Fans Like Here	unknown state
Nimma Swabhimani jeevanakkondu Salam siryou are great than many others	Positive
Communist Sarkar beku bharat dalli nu nam avrige freedom jasti agide	Mixed feelings
E mathu	unknown state
Prajwal devraj	unknown state
Nkn chindi rost guru....	Positive
sariagee helidiri brther	Positive
Pili g malla selute	Positive
Hands  up  super  song	not-Kannada
BGM yav Hollywood gu kammi illa. Amazing song	Positive
Anna song super 🤣	Positive
super duper old audio drama	Positive
Thank you so much bro pakru	not-Kannada
Howdu GurunAdre climax papa	unknown state
Nivu. Helodu sari china app ban agalebeku	Positive
Enayya Neel acting yapppa	Negative
Namma kannada chitra ranga evrge olle avakasha galna kodli antha kelkotini	Positive
Super sir make in india	not-Kannada
khandit madtini bro	unknown state
Me ha video live bhaghetla ahe Aj Radu nako nantar	Positive
Kicchana abhimanigala kadeyinda alll the best pakka	Positive
भाई हिंदी में कब आयेगी	not-Kannada
Anna game yavdu	Mixed feelings
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
Superrrrrrrr  agi heliya Anna tq u so mach video	Positive
Super gelaya a nan sulege magalu chinadorage hutidale	Negative
Hindi kuthe aahe	Mixed feelings
Harisa ... SOOPER  annthamma.	Positive
Nanu nodide suuuuuuuuuupppper innomme nodtini	Positive
super sir ....	Positive
Pakkar agidhe .......song	unknown state
Pakk plap movi	Negative
Super music 🤘🤟	Positive
charitre sristisuv avathar... navane shriman naarayan....nnijA guru i chitra charitreyannu srushti maduttade....	Positive
AWESOME nBRO SEND ME LINK OF PART -2 nEXITED TO LISTEN PART 2	not-Kannada
sum sumne andre🤔	Mixed feelings
Namma tande nu heege sir	Mixed feelings
Unique aagide trailer.. namma kannada film antha proud feel li bere languages frnds gella thorista idini trailer na	Positive
Waaa Super super Rakshit sir And ajaneesh lokanaath Anna Music super	Positive
Super Anna	Positive
Nice bro Nina vicoe super	Positive
Sorry sir nim yella video nan nodidini yeno manku badidu nodona hantha download madidde e video nodi delete madidini sir thanks	Mixed feelings
esht  jan  ASN cinema nodiddira heli  njE kannada	Positive
Genuine information nimdhu	Positive
sar naanu kadu banav .....nimm tande abhimanakke .nann kiru kanike swikarisi ...nannannu bangloruge bandu bheti madi dayavittu .....kumar 9743436877	Positive
@Chennabasamma Uma Lagu nodri cholo ithi film	not-Kannada
Waiting for Hindi version	not-Kannada
Nim uru yavdu	unknown state
Jai D BOSS  love you darshan	not-Kannada
Crazy music	not-Kannada
First India na America ke compare madtidru alli hangide ingide anta ivaga. India na China compare madtavre nnNav bari compare madtivi vartu namunyaru compare modo hage hogalla	Negative
@siddu raj	unknown state
bharjari aapereshan guruve...	Mixed feelings
Super bro keep doing bro	Positive
My favorite song in 2019 is Taaja samachara   sahitya priyare omme i hadu kelidre keltane irbeku ansutte....  Everybody watch this	Positive
U r great sir. shram jivi	Positive
togari tipp naatak olleya hasyamay naatak	Positive
ASN song Hansp song nice	Positive
Bro u r rebel	not-Kannada
a new milestone in kannada movie	not-Kannada
🥰🥰🥰🥰🥰🥰.   nSemaya irruku song......	not-Kannada
@WIND MOTOUR hasiruvasi 🤣🤣🤣	Mixed feelings
Amar prasad sir i kelvu ati uttam vishayagalannu gamnisidare naavu chin deshdind tumb vishayagalannu kalitu namm jeevandalli alavadisicolsbeku. aag matra naavu nijawagiu sashakt vagalu sadhayvagabahudu endenisuttade... i mahiti gagi tumb dhanyavadgalu sar..	Positive
APPU Fan	unknown state
Jai ASN Rakshith shetty	Positive
Kannada industry nintirode Yash	Positive
​​​​​ ​​ ​​​​​​nnKeli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi	Positive
Jai D Boss	not-Kannada
Super roast but e pubg vedios yake sink madi roast madtira. Change madi	unknown state
Life Alli esto movie nodidivi adre diya movie astu yavdu  ista agtilla. Diya nodid mele love madbeku	Positive
Kannada songs always great....	Positive
@Bharathraj T B irli bido... Ningen helilvalla	Negative
Nijwaglu neewe crt agii promotion madila	Negative
Shankar Patil siddun6362323307n1984nSGGID	not-Kannada
@Raja Vishnuvardhana ningen problem guru	Negative
Yaru yarigu illa anno sathya sangathi idu	Positive
hadu tubna hucu hedseda	not-Kannada
Very good song	not-Kannada
Gangadhara Mallurahalli.  n9980961172	not-Kannada
@Ŕävîñđŕå_02_GøWđřú nimm antah ardh bard fan avashyakate nam boss ge bed hogole lode shand	Negative
bail chennagi de	Positive
Tik tak best app	not-Kannada
Ayya Yappa Togari Tippa valyappa Yappa	Negative
Idu kannadada chitra........	Mixed feelings
Super song	Positive
souper trilarninteresting triler	Positive
Anna nenu super super Anna	Positive
video nodthiruv ell kannadigaru like madi!	Positive
Whr uh frm buddy?	not-Kannada
Super comment bro	Positive
hindi hadu yavag..??	Mixed feelings
NKN tiktok ban agbeku aste	Positive
Super sipal star	Positive
@sharath sharu nin ammun tullge nayi mari tunne sigaka yako sule magne nin dagar sule maga adung adtiya	Negative
@Manohar Hiremath nintane urkondu tadkallokke agtailvall hachko	Negative
LIKE  1M	not-Kannada
Tik tok Tarane act madidre hana sigutalva edanne etkondu. Nam government mane manege items kottu Products ready madi adanna videshakka marata madbeku matte nam janakke kamishon kotre voledalva. Nam jangala kayyalli yake kelsa madkotilla .	Negative
Ashvatthsma idre avana photo kalsi	Mixed feelings
nindu bro nijavad tallent andre	Positive
nimm swabhimanad jeevanakke Hats off	Positive
bro troll sakkattagi madtira...	Positive
Shivu rajkumarnPunith rajkumarnRaghavendra rajkumarnAvvr ge chance kodda beku...pappa	Mixed feelings
baari simple hadu... hage keltane irabeku annoru lak madi....	unknown state
Guru I like u	not-Kannada
Ayyo  devre    en  comedy  madtira  neevu  hage  voice  sprb	Positive
Thumbha olleya mahiti Anna. Dhanyavaadagalu.	Positive
Jai d boss	Positive
chini sulemakkal ella aayap ganannu ban madiddu tumbane khushiaytu.n    jaihind	Negative
Dislike madid gandu inondsala keli	Negative
@Dayananda C howda BJP yavaru kadime kallara mate yaddiyuvarappa  yake jailge hogi bandru . 15 minister jailge hogidyake?? nNin first corectagi artha madka first	Negative
Ganesh Bhat -ninu o0du brahman sariagee jaati maya9de ittu mataduvadannu kali	Negative
Dont appset sir plz	not-Kannada
@Bhimrao Naik nIde beda anta helodu	unknown state
Charitre shrushtiso avatara	Positive
Tiktok Ban Madi olle kelsa Madi edare	Positive
Tamil telugu and malayalam song galalli  rakshith and yash avarige compare madidira	Mixed feelings
basavaraj tambak lol  Peddha	Negative
tumba chennagide kannada belsi kannada ulisi	Positive
Nimma news keltha eddre	Positive
Wawwww  ayn san madidiri sar. nMusic	Positive
Tumba kalaavidara gati ide. Kalege bele illa. Ashwath Awara family ge ee thara aagbaardittu.	Negative
#DBOSS  darshan annan abhimanigal kade ind All the best	Positive
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
togari tipp kathe tumba jannagi mudi bandide	Positive
E song super and handsome step super annowru like madi	Positive
Super movie sir	not-Kannada
shankrann is back	Mixed feelings
Ultimate kannada movie super	Positive
@RAM jnh MNR ss	unknown state
chandan shetti trol video nivu nodi negadde idre naav garanti	Positive
Tik tok beda Anna	Negative
@Nandi Parthasarathi mukuli muchchicondu side alli iru... idu gandasr vishya balegaaru elli ell baaro hagill beversi munde	Negative
adbutwagide avane shrimannarayan chitrad hadu handsap	Positive
i hadinalli  hosathan ide hagu i hadu tumba chennagide	Positive
@Nandi Parthasarathi nadiyole sule magane Nam style Nam ista ning yako thika uri	Negative
Bharatadalli skill idru experience illade kelsa kodolla chinadalli nivu helo hage hosa pratibegalige aavkasha kodatre aste vyatyasa china gu namgu	Negative
Yar guru neenu awesome	Positive
Idu charitre shrustiso movie agutte	Positive
Kannada songs na dislike madbede	Negative
.evrytime u watch u will get different feelings dat s da power f asn	Mixed feelings
souper brther channagi yuglidir beversi nan makinn	Negative
Ashwatama ge Kannada barutte yenri	Mixed feelings
Anna yav kaaldall iddira.2020 agutte next..Joke madbedi	Negative
Me bro	unknown state
Kayakave kailasa sir	Positive
Super message sir	not-Kannada
charitre  srushtiso hadu	Positive
Kannada movie  = Like	not-Kannada
Nice movie like from tamilnadu	not-Kannada
I like your voice bro	not-Kannada
Love u shettre	not-Kannada
Ee time ge wait madtidde	Positive
Super human you are sir	not-Kannada
@Kirankumarkk Gowda muchtiya solpa?	Negative
D Boss fans kadeind al di best	Positive
Bro ninge roost madakke baralla Rc ge nodi kali	Mixed feelings
Nimge idu suit agolla sir	Positive
kannada san charitre srushtiso avataar	Positive
Mistake is done in promotion. Ee movie ge nan hogiddu flook alli coz nan friends yavdo ond movie ge hogonnan ankond yavdu show ilde idyavdo olle review idyalla movie antha hodvi. But ee movie sakkath feel kodthu. Later nam friends ge heli kalsdvi	Negative
Nin voice super anna continue instalgram rost rost	Positive
Music super	not-Kannada
Vijaya prakash voice is superb just I cont yappa super super	Positive
Neene compose madappa hogu	Negative
udupi janate ondu like madi	unknown state
Super song	Positive
Movie is ossum	not-Kannada
@TROLL MONSTER_KANNADA lo ganduge huttid randi magane	Negative
super togari tipp	Positive
@Nandi Parthasarathi balegar bale bale 🤣🤣🤣 matte ninna akkna minda kano nanu mindri magne randi maga ninu bere heros bagge kettadagi comments madodu bidu navu yaru tantegu hoglla boss tantege bandre gottala	Negative
Super song..nnn Loved it	Positive
en helde guru souper lave you..	Positive
Banda  #AvanesrimannarayananAll the best	Positive
Singer voice awesome	not-Kannada
ursoke nintre kannadadavaru charitre baritare anth gottagali.. kelvu kidigadigalige..	Positive
Blockbuster agli annovru like Madi	Positive
уσυя νι∂єσ ιѕ яιgнт вяσ	not-Kannada
Jai d boss	not-Kannada
Rj naagraj naan bigg fan...neeu prathvi aadru naan nim Rj fan ...aadi age kushi aitu noodi ...film exlnt ee year supr move ...heroin sa acting exlnt . . whole team ....suprb	Positive
Uthama vaada preyathna	Positive
MASS  SONG	Positive
Ban agoithalla bro Inna yenidhru tamte saddhu yerd steppu  ashte	unknown state
@Yash cult Guru lo guru bere heroes na support maadidre nin gantenaadru hoguttaa? Ellaa actors avre depore	Negative
Mysore maharajara bagge hemme inda helidralla tumba chennagittu.	Positive
IAM Andhra telugu Kannada super Jai Karnataka Jai kannada peoples emi movies raa Babu kannada industry  great Hollywood directors laga film teestaru  selute my brothers ex om film	unknown state
Super Anna	Positive
Sahi bola Bhai 🤣🤣🤣	unknown state
Sir kudlard ereg yanna namskara and salute	Positive
Niv correct agi helidri......Tiktok India dalli ban aglebeku	Positive
nive heliruvudu100 parsaint nij adare asabhyavagi hellede  sabhyavagi herrbahudittu	Negative
Bro nivu yav gem  adt irodu	Mixed feelings
souper togari tippan kathe	Positive
Eeno problem ide nimge.... Hangella eeneno ansbardu.... Song 1st time ee crazy ide	Positive
ashwatram nige  eshtu bhashe baruttve athwa yav bhashe barutte?	unknown state
Super bro nivu	Positive
Super song like please	not-Kannada
Hindi yalli innu song reales madilla yake	Negative
Allige Ella beda just ondhu rally attend madli	Negative
Bari shocki wala mosale kanniru	Negative
i hadige  theatre alli staps hakodoru ondu like  codro	Positive
Benki anna Benki	Positive
Wow nice song	Positive
tumbu hridyad shubhashaigalu kannada chitrarangad abhimanigarind	Positive
Super guru song	Positive
usir cone kannada albam songonnellaru nodi hagu chanell Subscribe madison	Positive
up......	unknown state
i mahan vyaktige hechu hechu cinemagamalli avkash cody	Positive
Super guru. Chinage huttida sooleaklige saryagi hugididiya	Negative
@Nandi Parthasarathi nin akkun	Negative
Super song and super singer sir	Positive
Neva ado game nema	Positive
Wow super super super jai India	not-Kannada
We kannadigas have killed a good movie	Negative
@Madhu Madhu hello bro navu tulunad navru tulu namma matru bashe aste abhimana kannada bashe melu ide	Positive
I like you guru	not-Kannada
@kiran cg avaru Hyderabad Alli irodu anta heliddu.hyderabad Karnataka region anta helilla	unknown state
adbhutavad sangeet benki chindi nAwesome	Positive
Boss dayamadi 1 year  ge ondu cinema aadaru madi matte nimmalli iruva nirdeshkanann matra saisabedi nnimmalli eno ondu visisht shaktiide rakshit shetti avare...nputtaNNa kanagal	Negative
@Venki Udv but story line seems different.	unknown state
nimage oleyadu aagali sar	Positive
Yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare guru.nMahabharata tumba olle moral story. Jeevanakke bekagiro tumba paata ide idralli. Adunella use madkondu olle jeevna madbeku aste.	Negative
Rashmika missed him!	unknown state
Sir nam deshadalli political sari erbeku jati beda elde balbeku avaga devolop agbhdu	Positive
@Venu Gopal avn ondhu hero.na thu..	Negative
Idu 100%nija nija	Positive
@Dayananda C sir ivaga hagalla belige call maditini heli. Prashne keltini. Political bittu . Abhirudhi bagge keltini heli.	Mixed feelings
O my god	not-Kannada
Balepete badrushyana ()🤣🤣	unknown state
Make available on Spotify alsi	not-Kannada
Super song guru	Positive
Super rakshit Shetty	not-Kannada
# 1 in trending	Positive
STANY d Souza	unknown state
By no FBI do	unknown state
Sathyavaada maathanna nudidri sir Bhagavanthana bagge  Bhagavanthana neevu kondadidri andre neevu saamaanya vyakthiyalla entha olle maathanna nijavaada obba jnaniyu nudithane  aadre neevu nudididdira Andre I r so grate Bhagavantha nimmanna chennagittirli edthare anno nambike ede thanku sirji	Positive
Yar muje ye movie hindi me dekhni hai	not-Kannada
satyavagalu sar nangu kud hage anisuttide kandit naavu i cinema theatre nalli nodelill anno bejaaru tumba agide .	Negative
+shivu patil nhf	not-Kannada
Prajju love you from d boss fan	Positive
dinakkondu sariadaru i video nodidavaru like Madi......	Positive
Nivu pan India film Madi sir nivu Nam sandalwood most handsome hunk	Positive
baa guru hogi baron ful kathe kelkondu baron	Positive
togari tippa is amazing	Positive
Super super super	not-Kannada
Hand's up	unknown state
Ganesh Bhat -isht  asabhyavagi ninu brahmannagi mataduvadu sari allah. yaarige maray ninn mane majjige bekagide	Negative
Sir ond compeny yalli kelsa madidra gov employes labor officer bookmadkond laber ge 5000 salry kotre employe mane  est kasta alva. yava gov sarilla sir nav egga comment madkondu saibeku aste	Negative
Awesome editing	Positive
Mathondu video edre haki	Positive
Re e video post agiddu yavaga apps ban agirodu yavaga adu moldu nodir sumne yeneno mathadbedi	Negative
You are true	not-Kannada
jai jai ho shrimannarayan nnnn	Positive
Narayana song nodi bandavaru like Madi	Mixed feelings
@TROLL MONSTER_KANNADA nAywu kano.... ivag ninu nangint dodda shand all annodadre nin mobile no. hakoke eno kasht???? nin nin mobile no. nin nijavad hesaru haklill andre.... mele ninu baidiro ashtu comments ninge ulta aggli.... ninnamman	Negative
nalku dinagaladaru No.1 Trendingnalli ide. i jagavnnu yaarigu bittill andre avn power hegirbahudu heli. Everybody Now Hands Up	Positive
Chalu ati nataka	unknown state
eshtu gunamattavagide. kannadad hemme.	Positive
Song maatra chindi	Negative
movie super boss	not-Kannada
@Kiccha Vitthal balegaar fyan aa	Mixed feelings
Eno Anna dool ebsi bitti alla comment boxnalli	Negative
Where is hindhi song plz upload  hi dhi version	not-Kannada
benkige inondu arth RAKSHIT shetti..simple star alla fire star	Positive
Ivrna nodidre ashwath avrna nodida hange agutte......nVoice antu ade tara ide	Positive
rajvanshad abhimanigarhu kade ind all the best ...	Positive
sar pls contact 9743436877	Positive
Vijay Prakash voice super	not-Kannada
Howdu brother nanu tv nalli nodidde evru elidnella avru elidru	Mixed feelings
Unique actor...... super maga	Positive
Super song guru	Positive
bharat belibeku andre illin janane enadru madebeku	Positive
DIA  u khushi	Positive
Yes bro correct	unknown state
@Nikhil Karkala	unknown state
First hog film nodu. Amele yen bekadru comment madu.	Mixed feelings
en guru souper agi video madidir ann	Positive
Kharabbu Pogaru song Like - 317K	Negative
Making Super sir	not-Kannada
I feel sandalwood have not lost shankarnag after seeing RS2	Positive
Hands up anno pada ide alva 🤔	Negative
Enu investigation nedithidya  ashwattama idara OMG nomboke agtilla devre ashwattama nija  vaglu idre it is unbelievable God please a doctor ega idre investigation Madi and a yavudho hasiru guhe andharela Ali hogi nodi inu pooje madthidhara and mate avru sikidra yarigadharu please information Kodi and good job nanna devaru Channel	Positive
keli qadiruv bhandavarethanbhuvielli avan aritvarenarill bidi munnudirniddaradondu danta kathe...nnAku dikkinelu bekavanunbanduku hidid manavanuentale melide kirit...nwIra hath...nguri benntto netarnu!ngAlYi matin bazarunsuddi saride sumaruienpatrad parichay iroruna bandookige ide ghan hesaruvanhands ap...naxu anavrat!nhyAMds ap...nnA agyat!nhyAMds ap...nixeV vedant..!nixu charitre srushtiso avataar...nnraMgerixeV maya jalathnanubhavisu o prekshakane!nxqRti nannobban melidithantappadu nij manaranjane!nnanna gelbodu annutannindanu orv rakshas!nwappalla adru aduvethanoohegu mirid saahas!nanisuwweV...nbaMxa hagide rachisalu hosade shasan!nmeVrayali gagandali nimmade lanchan...nyuXXa madebeku	Positive
So super song yaa	Positive
Super super super	not-Kannada
10 millian vivs agutte annoru like madi	unknown state
Wonderful song daily 5/6 kelalill Andre  eno miss madakodante	Positive
Hands up	Positive
idu charitre srushtio avataara...	Positive
@Usha Rao modlu caste system hogbeku inter caste marriage hecchige agbeku...yavag caste hogutto avage reservation hogutte..ella kade nim caste yavudu anta kelore hecchidare..bekabitti illi yaru tinutilla adu hakkide...ella 75%india du property obbare caste hattir ide adu tamugu gottu.	Negative
@Thiru valluvan good bro...grt	unknown state
super super boss	Positive
idu charitre srushthiso avataar 🤩🤩🤩	Positive
Sir nimge anatha anatha dhanyavadhagalu	Positive
bal chand itri kathi	Positive
Superb movie	not-Kannada
Sariyagi degidiya guru  all the best desha abhimana elade ero sule makkali ge sariyagi deggg bekuuu	Negative
Munde nodona sadhyakke a plan illa	Negative
prajval hoss tanad cinema ide anisatte	Mixed feelings
Odeya blockbuster	Positive
Hen music guru	unknown state
chitradalli eno ide	Negative
Hindi song ka ling do please	not-Kannada
E varsha bad news Keli Keli saakagittu...first good news of 2020	Positive
Supr bro u r video	not-Kannada
innu ellelli keltavro.... adella report ivanige codro... avan reasearch ge  help aggli	Mixed feelings
U r great sir	not-Kannada
D bass abhimaani kadind al da best	Positive
Ah boss Ee boss antha group katobadllu.  Simple jeevna ne super	Negative
super film guru	Positive
sar nivu dudidu baduktidir	Positive
karthick s I said dislikers	unknown state
Awesome	Positive
I love aadi	Positive
nimm awv randi	Negative
@Vishal Shetty hu... haudaudu ... ninage kelas jasti.... modale gandu dgar ninu.... adeshtu gaygalYu qadiruttaro eno.... hogu kels nodko.... dinad kharchige bekall....	Negative
@TROLL MONSTER_KANNADA nSandalwood dagar dasa (DBOOBS)	Negative
Tennis Krishna fans hit like	unknown state
inthavaranna gadibagakke kalsbeku tik tak madli	Negative
Salute to sandalwood	not-Kannada
Bro avarage ennu ugi sattiro yodrali avara gadano magano edidre e mathu helatiralila yaaro gand yaarado makkalu  e naayigalage yena alvaa tu prati yodanu Namma ge Anna tamma avara Namma vastu tilakori naayigalaa	Negative
Eetharau gandu questions yake keltairudo	Negative
Super video bro	not-Kannada
6) vijaya devarakonda	unknown state
Next level gurunin benki bhai	Positive
@Nanu wt do u think ?	not-Kannada
adbhut kannada cinema	Positive
Entertainment Andre hidu huliyaaaa	Positive
Super  songs	unknown state
Rashmika n her fans	unknown state
Le Bindu naayi phone all radi togonda aaytha avarge adara laba sikatu aadare tik tok end dinaa avarage laba baratte enna mele yaava vastu Togo beda China vastu ninu Togo beda Naana antu tiragi nodalla Ni ale tuu	Negative
sakkat hurid guru olle patta kalsidya tiktok support madidha Ch * as galige ....	Positive
Super song I like it	not-Kannada
Broo dhanushreena roast madiiii... Chenagirutthe	Mixed feelings
Alok Khr Nikhil Annan acting ge kodtare	Negative
Chindi chithrannaaa guru	Positive
Music is unique	not-Kannada
mahan vyaktiya rakt allave	Positive
ASN > KGF	Mixed feelings
Moon ( chandra ) ill andre !!	Negative
Suspen movie prajaval	Positive
SUPER  R  BOSS	Positive
tumba chennagi moodibandide shubhavagali prajval bhai....de bass bhakt...	Positive
diya chalanchitra tumbane chennagide. swalp pracharadalli korate irbahudu. hadugalann hakiddare idu innonddu mungaaru male agutittu. hats aaf to director ashok	Negative
chindi step chindi bgm superrrr	Positive
sar kayakave kailas hats aaf nimge nimmind ondu path kalite adu kels yavude aagali adnnu shraddheind madbeku annodu dhanyavad sar nimge	Positive
Communist government better enu hagadare	Mixed feelings
souper rakshit shetti.....ajanish loknath ayn music guru nindu...ulidavaru kandante..kirikaparty..akir..rangitarang..bel batum...paddehuli...jaani jaani es papp...vasu...nacca kannada geetegaluannin kottiro film ell music souper hit	Positive
I like your content	not-Kannada
namm deshdalli rajakiya madi saitare so rajakiya ill andre desh beg uddar agutte ill andre ashte....	Negative
idu charitre srushtiso avataar....	Mixed feelings
i tarahu olleya kansept itcond moovie moderpp. kis madodu	Negative
Sir u r amazing	Positive
Pap pabap pap pabapabapap!nTin ti din tin tiditididinnRead in a flownnADDITCTED	Positive
Keli kadiruva bandhavarennBhuviyalli avana aritavarennYarilla bidi	unknown state
@dollegowda m hlo bro	unknown state
tumba chennagi baidri nimm odondu maatu muttinantaddu.......	Positive
Yar yaru ashwattama badukidanendu nambutero Elli ondu like madi	unknown state
