text	category	text_trans
Katta ikka fans oru 369 like poratte	unknown_state	Katta ikka fans oru 369 like poratte
Uyiril Thodum Thalir  Viralavane Nee … Arike Nadakkane Alayum  Chudu Kattininu Koottinayay Naamoru Naal… Kinakkudilil  Chennanayu, Miru Nilavalayay  Aarum….Kaanaa… Hridayatharamathil  Uruki Naamannaarum Kelkkaa…Pranayajalakadha Palavuru Parayumo?  Uyiril Thodum Kulir Viralaayidaam Njan Arike Nadannidaam Alayum Chudu Kattininu Koottinayay  Naamoru Naal Kinakkudilil Chennanayu, Miru Nilavalayay  Aarum…Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Parayumo?  Vazhiyorangal Thorum Thanalayee Padarchilla Nee Kudayay Nivarnnu Nee Novaaraathe Thoraathe Peyke Thuzhayolangal Pol Nin Kadavathonnu Njan Thottu Melle	unknown_state	Uyiril Thodum Thalir Viralavane Nee … Arike Nadakkane Alayum Chudu Kattininu Koottinayay Naamoru Naal… Kinakkudilil Chennanayu, Miru Nilavalayay  Aarum….Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa…Pranayajalakadha Palavuru Parayumo?  Uyiril Thodum Kulir Viralaayidaam Njan Arike Nadannidaam Alayum Chudu Kattininu Koottinayay  Naamoru Naal Kinakkudilil Chennanayu, Miru Nilavalayay  Aarum…Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Parayumo?  Vazhiyorangal Thorum Thanalayee Padarchilla Nee Kudayay Nivarnnu Nee Novaaraathe Thoraathe Peyke Thuzhayolangal Pol Nin Kadavathonnu Njan Thottu Melle
ഇതിൽ എവിടെ മൈരേ fight,  നാഗകന്യക,സുനാമി,കടൽ കുതിര,മത്സ്യകന്യക ഒക്കെ  തള്ളി നടക്കുമ്പോ അറ്‌ലീസ്റ് ഒന്നെങ്കിലും ഉണ്ടെന്നു ഉറപ്പ് വരുത്തണം കോഴി പൊളി ഫാൻസെ  അതിന് എങ്ങനാ  ഈ മൈരൻ തന്നെ ആഘോള തള്ളല്ലേ  കൊത്തുണി 100കോലി  Lad50കോലി  മൈരോട് മൈര്	Negative	itiൽ evite maire fight,  nagakanyak,sunami,katൽ kuthir,matsyakanyak ocke  talli natakkumpo arlisr onankil undennu ushp varutta kochi poli phaൻse  atin engna  i mairൻ tanne aaghol talille  kottuni 100koli  Lad50koli  merote mair
Trailer kandappol oru kaaryam urappichu... Kaaanaada....	Positive	Trailer kandappol oru kaaryam urappichu... Kaaanaada....
Waiting  Mamangam  Nov 21	not-malayalam	Waiting  Mamangam  Nov 21
ദൈവമേ അവളുടെ മൂക്കുത്തി കണ്ടുപ്പിടിച്ചു കൊടുക്കണേ .......	unknown_state	daivame avalute mukkutti contuppitichu kotukkane .......
ഈ song ആണോ ഊളകൾ ട്രോളാക്കിയത് , യഥാർത്ഥത്തിൽ ഒരു ശിഖണ്ഡി അല്ല മമ്മൂട്ടിയുടെ role , ബ്രഷ്ട് കൽപിക്കപെട്ട ചന്ദ്രോത്ത് വലിയ പണിക്കരുടെ ഒരു  മറ യാണ് ശിഖണ്ഡി വേഷം ,, മമ്മൂക്ക വളരെ നന്നായി ചെയ്തു.  ചില തൃത്തചുവടുകൾ ശരിക്കും ശിഖണ്ഡി പോലെ ,,,  ഒരു സിനിമയിൽ മൂന്ന് വെത്യസ്ഥ റോളുകൾ ,,,,  നമിച്ചു മമ്മൂക്ക .	Positive	i song aano ulakൾ trolaciyat , yathaർteattiൽ oru shikhandi all mummutiute role , brusht kൽpicpet chandrot valia panikkarute oru  maera ya shikhandi vesha ,, mummuk valare nannai cheitu.  chil truttachuvatukൾ sharik shikhandi pole ,,,  oru sinimaiൽ munn vetyasth rolukൾ ,,,,  namithchu mummuk .
Yandae samsayam mumooty yadutu kanum alu vedoill vanilla ........	unknown_state	Yandae samsayam mumooty yadutu kanum alu vedoill vanilla ........
ഇത് വേറെ ഒരു തരം charecter, ikka അത്ഭുതപ്പെടുത്തുന്നു	Positive	it vere oru tar charecter, ikka atbhutappetuttunnu
Katha manasilay Tv il varambam kanam	Negative	Katha manasilay Tv il varambam kanam
മൂക്കുത്തി കിട്ടുമ്പോഴേക്കും ഉണ്ണി മുകുന്ദ ൻ്റെ കാറ്റ് പോകാതിരുന്നാൽ ഭാഗ്യം	unknown_state	mukkutti kittumporeku unni mukund ൻre kat pokatirunnaൽ bhagyam
കൊച്ചു ചാനൽ എല്ലാവരുമൊന്ന് സബ്സ്ക്റൈബ് ചെയ്ത് സഹായിക്കണേ	unknown_state	kochu chanൽ ellavarumone sabskrib cheit sahayikne
MURALI GOPI NINGALUDE DIALOGUE PWOLIYAANU. ..MWTHE	Positive	MURALI GOPI NINGALUDE DIALOGUE PWOLIYAANU. ..MWTHE
മലയാളത്തിൽ ഇനി വരാൻ പോകുന്നത്...  സൂപ്പർ താരങ്ങൾ ഇല്ലാത്ത കാലമാണെന്നു തെളിയിക്കുന്നതാണ് അടുത്ത കാലത്ത് ഇറങ്ങിയ സിനിമകൾ..... എല്ലാവരും സൂപ്പർ ആണ്....  ഒന്നിനൊന്നു മെച്ചം....  അതിപ്പോ നായകന്മാർ മാത്രമല്ല എല്ലാവരും സൂപ്പർ........  ജോഷി sir strike again....	Positive	malyalattiൽ ini varaൻ pokunnat...  supർ taraൾ illat kalamanennu teliikunnatan atutt kalat irannia sinimakൾ..... ellavaru supർ aan....  onninonnu mechcham....  atippo nayakanmaർ matramall ellavaru supർ........  joshi sir strike again....
Kandu kuru pottunavark kanji kudichu Mari nilkam .k	Negative	Kandu kuru pottunavark kanji kudichu Mari nilkam .k
ഇത് ഏതാ സിൽമ ....ജോർ ബാർ  ആയിക്കണല്ലോ ..	unknown_state	it eta siൽm ....joർ baർ  aayillo ..
Dileepettan jailil pokatha oru padavum ippol irangunnillaaa... Irangunnathokke super hitum	unknown_state	Dileepettan jailil pokatha oru padavum ippol irangunnillaaa... Irangunnathokke super hitum
Uyiril Thodum Thalir  Viralavane Nee … Arike Nadakkane Alayum  Chudu Kattininu Koottinayay Naamoru Naal… Kinakkudilil  Chennanayu, Miru Nilavalayay  Aarum….Kaanaa… Hridayatharamathil  Uruki Naamannaarum Kelkkaa…Pranayajalakadha Palavuru Parayumo?  Uyiril Thodum Kulir Viralaayidaam Njan Arike Nadannidaam Alayum Chudu Kattininu Koottinayay  Naamoru Naal Kinakkudilil Chennanayu, Miru Nilavalayay  Aarum…Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Parayumo?  Vazhiyorangal Thorum Thanalayee Padarchilla Nee Kudayay Nivarnnu Nee Novaaraathe Thoraathe Peyke Thuzhayolangal Pol Nin Kadavathonnu Njan Thottu Melle  Kaattee Chillayithil Veeshane Kaare Ilayithil Peyyane Melle Theeramithilolangalolangalay Nee Varoo….  Uyiril Thalodeedum Uyirayidum Naam…. Naamorunaal Kinakkadalil Chennayumiru Nilaanadiyay  Aarum….Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Thudarumo?	unknown_state	Uyiril Thodum Thalir Viralavane Nee … Arike Nadakkane Alayum Chudu Kattininu Koottinayay Naamoru Naal… Kinakkudilil Chennanayu, Miru Nilavalayay  Aarum….Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa…Pranayajalakadha Palavuru Parayumo?  Uyiril Thodum Kulir Viralaayidaam Njan Arike Nadannidaam Alayum Chudu Kattininu Koottinayay  Naamoru Naal Kinakkudilil Chennanayu, Miru Nilavalayay  Aarum…Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Parayumo?  Vazhiyorangal Thorum Thanalayee Padarchilla Nee Kudayay Nivarnnu Nee Novaaraathe Thoraathe Peyke Thuzhayolangal Pol Nin Kadavathonnu Njan Thottu Melle  Kaattee Chillayithil Veeshane Kaare Ilayithil Peyyane Melle Theeramithilolangalolangalay Nee Varoo….  Uyiril Thalodeedum Uyirayidum Naam…. Naamorunaal Kinakkadalil Chennayumiru Nilaanadiyay  Aarum….Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Thudarumo?
GOPI SUNDER   BGM FAANS LIKE HEAR                     #MASS	not-malayalam	GOPI SUNDER   BGM FAANS LIKE HEAR                     #MASS
Maarkam.... Trailer kandittu bayngara expectations aanu... Movie adu keep cheyyyanam..	Positive	Maarkam.... Trailer kandittu bayngara expectations aanu... Movie adu keep cheyyyanam..
ONCE APON A TIME THERE WAS A കള്ളൻ & പോലീസ്🤙🤙    *മവനെ കൊല ഗാണ്ടിലിറിക് കൊല്ലമേ വിടമാട്ടെ*   9:14 a.m.] Harifhfk: നിനക്കിനി മലയാളം ഇൻഡസ്ട്രിയൽ കിടന്നു പോളക്കാൻ പറ്റും എന്ന് തോന്നുന്നുണ്ടോ ബോസേ....  *BOSS*	unknown_state	ONCE APON A TIME THERE WAS A kallൻ & police🤙🤙    *mavane kol gandiliric kollame vitamate*   9:14 a.m.] Harifhfk: ninakkini malyalam iൻdustriaൽ kilonnu polakkaൻ patu enne tonnunnundo bose....  *BOSS*
Ithaanu njangalkk vendath...ippo oru pakka mass entertainer anivaryam... Realistic oke kandu kandu maduthu....marana waiting for kalkki	Positive	Ithaanu njangalkk vendath...ippo oru pakka mass entertainer anivaryam... Realistic oke kandu kandu maduthu....marana waiting for kalkki
പടം കണ്ടിട്ട് പാട് കേൾക്കാൻ വന്നത് ഞാൻ മാത്രമാണോ..............	unknown_state	pat contit paat keൾkkaൻ vannat naൻ matramano..............
ഇതൊന്നും കണ്ട് നിക്കാണ്ട് പോയി കരിക്ക് കാണ് മക്കളെ	unknown_state	itonnu cond nicand poi kari kaan maccaa
Ethra viewers aayi ennu nokkaaan vannar adi like.	unknown_state	Ethra viewers aayi ennu nokkaaan vannar adi like.
This movie deserve double Oscar	not-malayalam	This movie deserve double Oscar
Views ഇന്നെക്കളും likes അന്നല്ലോ കൂടുതൽ 🤔	unknown_state	Views inneklu likes annallo kututൽ 🤔
MARADONA june 22anuu kanilee Elarumm	unknown_state	MARADONA june 22anuu kanilee Elarumm
Trailor Looks sooo promising... shots and BGM looks like Pulimurugan 2. . We are waiting....	not-malayalam	Trailor Looks sooo promising... shots and BGM looks like Pulimurugan 2. . We are waiting....
Peranbu ...Yatra ..raja ....ikka tripple strong aanu makkalae ....	Positive	Peranbu ...Yatra ..raja ....ikka tripple strong aanu makkalae ....
Padam clss ann വേറെ level ayirikum	Positive	Padam clss ann vere level ayirikum
Ithu kandappo oru vellimoonga style thonniyathu enikk mathram aano.... ithonnu kandu nokku	Mixed_feelings	Ithu kandappo oru vellimoonga style thonniyathu enikk mathram aano.... ithonnu kandu nokku
Look like Telugu movie # padam pottum	Negative	Look like Telugu movie # padam pottum
Dhey veendum mammookkayude azhinjattam kolamass chiriyum	Positive	Dhey veendum mammookkayude azhinjattam kolamass chiriyum
Jimikki kammal kattond poyapol arkum oru paraathiyum illannu oru muukuthi poyapol enthellam parathikalaaa....	unknown_state	Jimikki kammal kattond poyapol arkum oru paraathiyum illannu oru muukuthi poyapol enthellam parathikalaaa....
Hatssoff Mammukka  Ee Age lum   Pride Of India	Positive	Hatssoff Mammukka  Ee Age lum   Pride Of India
ഇപ്രാവശ്യം ഓണം ഏട്ടനും പിള്ളേരും അങ്ങ് എടുത്തു	Positive	ipravashya ona atanu pilleru ang aduttu
ഒരു ശക്തമായ കപാത്രം  ജോജു കൊട് കൈയ്യടി......	Positive	oru shaktmay kapatra  joju kot kaiyyati......
25 k dislike ivaneokke endu manushyarada? Nalladine nalladenn angikarikk	Negative	25 k dislike ivaneokke endu manushyarada? Nalladine nalladenn angikarikk
ദാസേട്ടന്റെ ആലാപനം, മമ്മൂക്ക on Screen കിടു കോമ്പിനേഷൻ, മാമാങ്കത്തിലെ ഏറ്റവും ഇഷ്ടപ്പെട്ട പാട്ട് ഇതാ	Positive	dasetinte alapana, mummuk on Screen kitu kompineshൻ, maamantille et ishtapat pat ita
Ee oru song etra kettu enik enik ennan polum patoola..atrak kidilan song..pinne mammukka and dasettan 🥰🥰	Positive	Ee oru song etra kettu enik enik ennan polum patoola..atrak kidilan song..pinne mammukka and dasettan 🥰🥰
ചരിത്ര സിനിമകളിൽ അഭിനയിക്കാൻ ബെസ്റ്റ് മമ്മുട്ടിയാണ്.തനത് ഭാഷ ശൈലിയിലും രൂപത്തിലും അഭിനയത്തിലും മികവ് പുലർത്താൻ മമ്മുക്കയ്ക്ക് കഴിയും..(മോഹൻലാൽ  ലൗ സ്റ്റോറി അഭിനയിക്കാൻ ബെസ്റ്റ്)	Positive	charitra sinimakaliൽ abhinaikaൻ best mammutti.tanat bhash sailiil rupattil abhinyattl mika pulർttaൻ mammukaik kaniyu..(mohൻlaaൽ  le story abhinaikaൻ best)
Mammoookkaaaa polichadukkiii katta waiting nv 21	Positive	Mammoookkaaaa polichadukkiii katta waiting nv 21
മാമാങ്കം എന്ന് കേൾക്കുമ്പോൾ ഞങ്ങൾ വള്ളുവനാട്ടുകാർക്ക് ഒരു ക്‌ളാസ്സിക് ഓർമ്മയാണ് ഉള്ളത് . അതിൽ ഐറ്റം ഡാൻസിട്ടു നശിപ്പിച്ചു	Negative	maamanke enne keൾkkumpoൾ chhangoൾ valluvanattukaർk oru classic oർmmaya ult . atiൽ itom daൻsittu nashippitchu
സുലൈമാൻ:ഇക്കാ കയർ കയർ.... അബ്ദു aka കുഞ്ഞാലി :ആ വേഗം കപ്പലിൽ കയർ .. സുലൈമാൻ: അതല്ല ഇക്കാ കയർ കയർ..	unknown_state	sulimaൻ:ikka kayർ kayർ.... abdu aka kunjali :aa vega kappaliൽ kayർ .. sulimaൻ: atall ikka kayർ kayർ..
Sira avan shardichu Pakshe maala kittila  Ini idikkano.  Venda kutta oruttam	unknown_state	Sira avan shardichu Pakshe maala kittila  Ini idikkano.  Venda kutta oruttam
പഴശ്ശി രാജാ സോങ്  മ്യൂസിക്  ഇളയ രാജാ  ആയിരുന്നു.  ഇത്  m  ജയചന്ദ്രൻ നും..മൂക്കുത്തി.. മൂക്കുത്തി.. എഴുത്തിലും  ദാരിദ്ര്യം.	Negative	panshshi raja songh  music  ilay raja  irunnu.  it  m  jayachandraൻ nu..mukkutti.. mukkutti.. eruttil  daridryam.
Its just like srk fan movie	Mixed_feelings	Its just like srk fan movie
Pakka Antichrist dejjal team movie  Illuminati member lal & raj  Lal ne sradicho keralam avarude kaikalil povathirikkan	unknown_state	Pakka Antichrist dejjal team movie  Illuminati member lal & raj  Lal ne sradicho keralam avarude kaikalil povathirikkan
Deii Rahul juttu Nee indha comment pathinaa like podraa	not-malayalam	Deii Rahul juttu Nee indha comment pathinaa like podraa
ഈ സിനിമ ഒരു ഫീൽ ഗുഡിനപ്പുറം എന്തൊക്കെയാണ് metaphorically  നമുക്ക്  കാണിച്ചുതരുന്നത്. കുടുംബ ഭദ്രതയ്ക്കൊരു redefinition.  Social normsന്റെയും സദചാരത്തിന്റെയും പൊളിച്ചെഴുത്ത്. മനുഷ്യ മനസിന്റെ ഉള്ളറകൾ..  ഇത് വിപ്ലവമല്ല, മനുഷ്യത്വമാണ്..!! ശ്യാം  പുഷ്ക്കരൻ	Positive	i sinim oru fiൽ gudinpuram entokkea metaphorically  namuk  kanicutarunnat. kutub bhadrathoru redefinition.  Social normsnrYeVyuM sadacharatinteyu policcherut. manushya manasinte ulaalakൾ..  it viplavamall, manushyatvaa..!! shya  pushkkarൻ
Nda monne poli oru rakshem illa	Positive	Nda monne poli oru rakshem illa
Raja serious aane rooombaa serious  ith kidukkum🤞 Mammukka	Positive	Raja serious aane rooombaa serious  ith kidukkum🤞 Mammukka
ഈശ്വരാ, മലയാള സിനിമ ഇതെങ്ങോട്ടാ, 2020 നെ Mollywood അങ്ങെടുക്കുവോ	Positive	ishvara, malyala sinim itengota, 2020 ne Mollywood angedukkuo
HD കരോക്കേകൾക്ക്   ലിങ്കിൽ കേറി വാ മക്കളേ	unknown_state	HD karokekൾk   lingiൽ keri wa makkale
192k views.. 190k likes.. 19k dislikes..🤔🤔	not-malayalam	192k views.. 190k likes.. 19k dislikes..🤔🤔
Ikkka   ika.....  WaitiN mamanGam	Positive	Ikkka   ika.....  WaitiN mamanGam
ഇത് കണ്ടപ്പോൾ തമിഴിലെ രാച്ചസൻ ഓർമ വന്നത് എനിക്ക് മാത്രമാണോ? Anyways excellent trailer	Positive	it kantapoൾ tamilille rachchasൻ oർm vannat enic matramano? Anyways excellent trailer
Pokiri raja reloaded  Katta waiting  Madurai raja	Positive	Pokiri raja reloaded  Katta waiting  Madurai raja
Uyiril Thodum Thalir  Viralavane Nee … Arike Nadakkane Alayum  Chudu Kattininu Koottinayay Naamoru Naal… Kinakkudilil  Chennanayu, Miru Nilavalayay  Aarum….Kaanaa… Hridayatharamathil  Uruki Naamannaarum Kelkkaa…Pranayajalakadha Palavuru Parayumo?  Uyiril Thodum Kulir Viralaayidaam Njan Arike Nadannidaam Alayum Chudu Kattininu Koottinayay  Naamoru Naal Kinakkudilil Chennanayu, Miru Nilavalayay  Aarum…Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Parayumo?  Vazhiyorangal Thorum Thanalayee Padarchilla Nee Kudayay Nivarnnu Nee Novaaraathe Thoraathe Peyke Thuzhayolangal Pol Nin Kadavathonnu Njan Thottu Melle  Kaattee Chillayithil Veeshane Kaare Ilayithil Peyyane Melle Theeramithilolangalolangalay Nee Varoo….  Uyiril Thalodeedum Uyirayidum Naam…. Naamorunaal Kinakkadalil Chennayumiru Nilaanadiyay  Aarum….Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Thudarumo?	unknown_state	Uyiril Thodum Thalir  Viralavane Nee … Arike Nadakkane Alayum  Chudu Kattininu Koottinayay Naamoru Naal… Kinakkudilil  Chennanayu, Miru Nilavalayay  Aarum….Kaanaa… Hridayatharamathil  Uruki Naamannaarum Kelkkaa…Pranayajalakadha Palavuru Parayumo?  Uyiril Thodum Kulir Viralaayidaam Njan Arike Nadannidaam Alayum Chudu Kattininu Koottinayay  Naamoru Naal Kinakkudilil Chennanayu, Miru Nilavalayay  Aarum…Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Parayumo?  Vazhiyorangal Thorum Thanalayee Padarchilla Nee Kudayay Nivarnnu Nee Novaaraathe Thoraathe Peyke Thuzhayolangal Pol Nin Kadavathonnu Njan Thottu Melle  Kaattee Chillayithil Veeshane Kaare Ilayithil Peyyane Melle Theeramithilolangalolangalay Nee Varoo….  Uyiril Thalodeedum Uyirayidum Naam…. Naamorunaal Kinakkadalil Chennayumiru Nilaanadiyay  Aarum….Kaanaa… Hridayatharamathil Uruki Naamannaarum Kelkkaa….Pranayajalakadha Palavuru Thudarumo?
Idu ettu nilayil pottum....mommoty vannu thalli marikkum endammo chali	Negative	Idu ettu nilayil pottum....mommoty vannu thalli marikkum endammo chali
Hindu kalku mahiravan islaminu ebileesu christianikalkku LUCIFER	Positive	Hindu kalku mahiravan islaminu ebileesu christianikalkku LUCIFER
Ipo 10 vattam kandu yennittum madhiyavunnilla romanjifikshan ikka	Positive	Ipo 10 vattam kandu yennittum madhiyavunnilla romanjifikshan ikka
Wait  cheithu  maduthu  ennirangum  padam  ??	unknown_state	Wait  cheithu  maduthu  ennirangum  padam  ??
Arada e dislike adikune e video ntha nine oke vann chorinjo	Negative	Arada e dislike adikune e video ntha nine oke vann chorinjo
Mammotide thalayude vfx bigiline vettichu enn parayan paranju....	Mixed_feelings	Mammotide thalayude vfx bigiline vettichu enn parayan paranju....
അന്തസ്സ്  ഇതിലും ഭേദം സുരേഷ് ഗോപി 🤣	Negative	antass  itil bheda suresh gopy 🤣
Lalettan  nthaaa lukkkk Lalettan fans like me	unknown_state	Lalettan  nthaaa lukkkk Lalettan fans like me
എങ്ക പത്താലും നീ... എന്താ മമ്മുക്ക.. ഞങ്ങൾക്ക് Rest ഒക്കെ തരണട്ടോ	Positive	enk pattalu ni... enta mammuk.. chhangoൾk Rest ocke taranto
Avishyam undo ippam inganthe oru cinamakku????BGM kolla	Mixed_feelings	Avishyam undo ippam inganthe oru cinamakku????BGM kolla
Nammude prithvi amgane veruthe onnum direct cheyillalloo... Lalettante kure nallukalyi irangunnathil aattavum nalla movie....	Positive	Nammude prithvi amgane veruthe onnum direct cheyillalloo... Lalettante kure nallukalyi irangunnathil aattavum nalla movie....
Adhyam ee song kettappol ishtapedadhe pinneedu movie kandittu pattu ishtapettavar undoo.... Hit like	unknown_state	Adhyam ee song kettappol ishtapedadhe pinneedu movie kandittu pattu ishtapettavar undoo.... Hit like
ikkkayuda padayalikalk like adikkan ulla noolu	Positive	ikkkayuda padayalikalk like adikkan ulla noolu
Happy birthday mammookkaaaaaaaaa Ilove you   Ganagandharvan waiting	not-malayalam	Happy birthday mammookkaaaaaaaaa Ilove you   Ganagandharvan waiting
Kure avanmarirangeettundu unlike cheyyan uluppundodee Ninakkokke	Negative	Kure avanmarirangeettundu unlike cheyyan uluppundodee Ninakkokke
Hayyama ethra vada ini oru glass kattanum	unknown_state	Hayyama ethra vada ini oru glass kattanum
Ente Laletta ingaku maathre ith cheyaan pattulluta	Positive	Ente Laletta ingaku maathre ith cheyaan pattulluta
Pattuvanenkil aa bgm koodi release cheyyanam	unknown_state	Pattuvanenkil aa bgm koodi release cheyyanam
ബോക്സ് ഓഫീസ് തൂഫാനാക്കാൻ അവനെത്തി bigbrother   www.youtube.com/rahulphotoshoot	Positive	box ofis tuphanakkaൻ avaneti bigbrother   www.youtube.com/rahulphotoshoot
Padam pottum... Charithram akanamenkil marakkar varanam	Negative	Padam pottum... Charithram akanamenkil marakkar varanam
ഇത് ന്താ മരണ വീട്ടിലെ trailer aano	Negative	it nta maran vidtille trailer aano
Nice song....  E film vere level akum urappanu	Positive	Nice song....  E film vere level akum urappanu
വീണ്ടും വീണ്ടും കാണാൻ തോന്നുന്നത് എനിക്ക് മാത്രമാണോ.?	unknown_state	vind vind kanaൻ tonnunnat enic matramano.?
Lalettante face kandittu sankadam maatram ennalum ente stree kumara menone naari	Negative	Lalettante face kandittu sankadam maatram ennalum ente stree kumara menone naari
എന്താ ഇത് ഐറ്റം ഇക്ക ഇത്ര പ്രതീക്ഷിച്ചീല	Positive	enta it itom ikk itr pratikshichil
Oru Anya Basha  tharathekoodi role kodukkamayirunnu	Negative	Oru Anya Basha  tharathekoodi role kodukkamayirunnu
ദേ കിടക്കുന്നു അടുത്ത psycho!!! Waiting	Positive	de kitakkunnu atutt psycho!!! Waiting
Chaver 100 adikana day asurante entry	unknown_state	Chaver 100 adikana day asurante entry
Anthamaaya thaara aaradana aaswadana nilavara thakarchayude soochanayanu. Cinemaye swathanthravum kalaaparavumayi veekshikunna oru yuva janathayeyanu malayala cinemak aavashyam	Negative	Anthamaaya thaara aaradana aaswadana nilavara thakarchayude soochanayanu. Cinemaye swathanthravum kalaaparavumayi veekshikunna oru yuva janathayeyanu malayala cinemak aavashyam
Ithil ulla pala seenum illallo padathil	unknown_state	Ithil ulla pala seenum illallo padathil
Njan cinema kandu pwoli filing anu	Positive	Njan cinema kandu pwoli filing anu
ലാലേട്ടൻ പൊളിച്ചു കിടുക്കി തിമിർത്തു  ലാലേട്ടൻ ഫാൻസ് ഉണ്ടെങ്കിൽ ലൈക്ക് അടിക്ക്	Positive	laletൻ polichu kidukki timiർttu  laletൻ phaൻs undengiൽ lic atic
Sorry to say but ഇത് ഒരു average അനുഭവം ആയിരിക്കും	Mixed_feelings	Sorry to say but it oru average anubhava irik
Vere feel ane mone e  song	Positive	Vere feel ane mone e  song
Poli padam njn ella mammooty movies kanarundu itrekku disapointed akkiya oru movie aduthundayittilla	Negative	Poli padam njn ella mammooty movies kanarundu itrekku disapointed akkiya oru movie aduthundayittilla
dislike adikkan vannavar polum like adich madangya item🤑	Positive	dislike adikkan vannavar polum like adich madangya item🤑
Comments vayichu chirichu oru paruvam aayi	unknown_state	Comments vayichu chirichu oru paruvam aayi
മമ്മൂട്ടിയെ മഹാനടൻ എന്ന് വിവരം ഉള്ളവർ ഒന്ന്കൂടി വിശേഷിപ്പിച്ച ആ *സ്ത്രീവേഷം*.    വിരോധികൾ (മറ്റു ഫാൻസുകാർ) മനഃപൂർവം എഡിറ്റ്‌ ചെയ്ത് കളിയാക്കിയ ആ സ്ത്രീവേഷം   വിരോധികൾ പോലും രഹസ്യമായി നമിച്ചുപോയ ആ സ്ത്രീവേഷം	Positive	mummutie mahanathൻ enne vivar ulsavർ onkuti visheshippichch aa *strivesha*.    virodhikൾ (matu phaൻsukaർ) manavpuർva edit cheit kaliakia aa strivesha   virodhikൾ polu rahasyamai namicchupoy aa strivesha
ദിലീപേട്ടൻ fans ഇവിടെ like അടിച്ചു പൊട്ടിക്ക്	unknown_state	dilipetൻ fans ivite like atichu potic
Time @2:03 am....ethu kanditteee urangan pogunullu.....nale Kanan bakki vachillaa ennu thannee kanannm.... waiting to see #lal	Positive	Time @2:03 am....ethu kanditteee urangan pogunullu.....nale Kanan bakki vachillaa ennu thannee kanannm.... waiting to see #lal
Aa thodakathile august cinemas eenu title card varumbol olla bgm Pwoli	Positive	Aa thodakathile august cinemas eenu title card varumbol olla bgm Pwoli
Valsyam enna otta cinema kond ente hridhayathil pathinju poya megastarnu dheergayussum arogyavum nerunnu. Hbd Mammukka	unknown_state	Valsyam enna otta cinema kond ente hridhayathil pathinju poya megastarnu dheergayussum arogyavum nerunnu. Hbd Mammukka
ചുരുണ്ട മുടി ഇഷ്ടമല്ലായിരുന്നു but ഇവളെ കണ്ടപ്പോൾ ചുരുണ്ട മുടിയുള്ള കുട്ടികളോട് പ്രത്യേക ഇഷ്ടം	Positive	churunda muti ishtamallairunnu but ivale kantapoൾ churunda mutiyull kuttikalote pratyek ishta
USA OK.....  INDIA NOOO.....	unknown_state	USA OK.....  INDIA NOOO.....
ഇജ്ജാതി ഗതികേട് 2 ദിവസം മുന്പേ പ്രീമിയർ ഇറക്കുന്നു	Negative	ijjati gatiket 2 divas munpe premiaർ iokkunnu
Oh mass o mass laletta katta waiting....Bgm	Positive	Oh mass o mass laletta katta waiting....Bgm
അടിപൊളി  trailer 🤩🤩🤩	Positive	atipoli  trailer 🤩🤩🤩
Enthokke paranjalum paattu super anuu ...veendum veendum kelkan thonunna nalla song anuuu....	Positive	Enthokke paranjalum paattu super anuu ...veendum veendum kelkan thonunna nalla song anuuu....
ഡാൻസ് കളിക്കിടെ അതിന് അനുസരിച്ചു മുഖഭാവം കൊടുക്കാൻ ലാലേട്ടൻ കഴിഞ്ഞേ ആരും ഉളളൂ	Positive	daൻs kalikite atin anusrichu mumbhava kodukkaൻ laletൻ kachigne aaru ulalu
Kerala's Golden Film... Lalettan is MONSTER	not-malayalam	Kerala's Golden Film... Lalettan is MONSTER
ഈ ede കണ്ടതിൽ വെച്ച് ഒരു ഒന്നാന്തരം ട്രയ്ലർ  . Super Cutss	Positive	i ede kantatiൽ wech oru onnantar truylർ  . Super Cutss
ഇത് pirats ഓഫ് caribian annu bri	unknown_state	it pirats of caribian annu bri
Super tamil physco movies aya rakshasan ne kadathi vettum	Positive	Super tamil physco movies aya rakshasan ne kadathi vettum
1:01 raju ettan as zyed masood	unknown_state	1:01 raju ettan as zyed masood
Nalle Bengali sidill ninee valichaa tiranuluu ninda Japan 🤣	unknown_state	Nalle Bengali sidill ninee valichaa tiranuluu ninda Japan 🤣
