text_clean	y
ನಮಗ ಒಲಯದ ಆಗಲ ಸರ	Positive
ಯಲಲ ತಕ ಜನ ಮಡನಮಬಕ ಬದಲವ ಅಲಲ ತಕ ಇತ ಶತನಯಕರ ಉಸಲಸ ವಡಯಸ ಹಕತನ ಇರತರ ಗರನಮಹಭರತ ಟಬ ಓಲ ಮರಲ ಸಟರ ಜವನಕಎ ಬಕಗರ ಟಬ ಪತ ಐಡ ಇಡರಲಲ ಅದನಲ ಉಸ ಮಡಕಡ ಓಲ ಜವನ ಮಡಬಕ ಆಸತ	Negative
ರಶಮಕ ಮಸದ ಹಮ	unknown state
ಸರ ನಮ ದಶದಲಲ ಪಲಟಕಲ ಸರ ಎರಬಕ ಜತ ಬಡ ಎಲಡ ಬಲಬಕ ಅವಗ ದವಲಪ ಅಗಭದ	Positive
ವಣ ಗಪಲ ಓಧ ಹರನ ತ	Negative
ಇದ 100ನಜ ನಜ	Positive
ದಯನದ ಕ ಸರ ಇವಗ ಹಗಲಲ ಬಲಗ ಕಯ ಮದತನ ಹಲ ಪರಶನ ಕಲತನ ಪಲಟಕಲ ಬಟಟ ಅಭರಧ ಬಗಗ ಕಲತನ ಹಲ	Mixed feelings
ಓ ಮ ಗಡ	not-Kannada
ಬಲಪಟ ಬದರಷಯನ	unknown state
ಮಕ ಅವಲಬಲ ಓ ಸಪತಫ ಅಲಸ	not-Kannada
ಸಪರ ಸಗ ಗರ	Positive
ಸಪರ ರಕಷತ ಶಟ	not-Kannada
1 ಇನ ಟರಡಗ	Positive
ಸಟನ ಸಜ	unknown state
ಬಯ ಫಬ ಡ	unknown state
ಸತಯವದ ಮತನನ ನದದರ ಸರ ಭಗವಥನ ಬಗಗ ಭಗವಥನ ನವ ಕಡದದರ ಆಡರ ನವ ಸಮನಯ ವಯಕಥಯಲಲ ಏತ ಓಲ ಮತನನ ನಜವದ ಓಬಬ ಜನನಯ ನದಥನ ಆದರ ನವ ನದದದದರ ಆಡರ ಐ ಸ ಗರಟ ಭಗವತ ನಮಮನನ ಚನನಗಟರಲ ಎಡಥರ ಅನನ ನಮಬಕ ಎಡ ಥಕ ಸರಜ	Positive
ಯರ ಮಜ ಮವ ಹದ ಮ ದಖನ ಹ	not-Kannada
ಸತಯವಗಲ ಸರ ನನಗ ಕಡ ಹಗ ಅನಸತತದ ಕಡತ ನವ ಸನಮ ಥಯಟರ ನಲಲ ನಡಲಲಲ ಅನನ ಬಜರ ತಬ ಆಗದ	Negative
ಶವ ಪಟಲ ನಫ	not-Kannada
ಪರಜಜ ಲವ ಫರಮ ಬಸ ಫಣ	Positive
ದನಕಕದ ಸರಯದರ ವಡಯ ನಡದವರ ಲಕ ಮದ	Positive
ನವ ಪನ ಇಡಯ ಫಲಮ ಮದ ಸರ ನವ ನಮ ಸಡಲವಡ ಮಸಟ ಹಡಸಮ ಹಕ	Positive
ಬ ಗರ ಹಗ ಬರಣ ಫಲ ಕಥ ಕಳಕಡ ಬರಣ	Positive
ಟಗರ ತಪಪ ಇಸ ಅಮಝಗ	Positive
ಸಪರ ಸಪರ ಸಪರ	not-Kannada
ಹದಸ ಉಪ	unknown state
ಗಣಶ ಭಟ ಇಷಟ ಅಸಭಯವಗ ನನ ಬರಹಮಣನಗ ಮತಡವದ ಸರ ಅಲಲ ಯರಗ ಮರಯ ನನನ ಮನ ಮಜಜಗ ಬಕಗದ	Negative
ಸರ ಆಡ ಕಪನ ಯಲಲ ಕಲಸ ಮದದರ ಗವ ಎಪಲಯಸ ಲಬರ ಆಫಸರ ಬಕಮದಕಡ ಲಬರ ಗ 5000 ಸಲರ ಕಟರ ಎಪಲಯ ಮನ ಎಸಟ ಕಸತ ಅಲವ ಯವ ಗವ ಸರಲಲ ಸರ ನವ ಏಗಗ ಕಮಟ ಮಡಕಡ ಸಬಕ ಆಸತ	Negative
ಅವಸಮ ಎದಟಗ	Positive
ಮಥದ ವಡಯ ಎಡರ ಹಕ	Positive
ವಡಯ ಪಸಟ ಅಗಡಡ ಯವಗ ಆಪಪ ಬನ ಅಗರಡ ಯವಗ ಮಲಡ ನದರ ಸಮನ ಯನನ ಮಥಡಬದ	Negative
ಅರ ಟರ	not-Kannada
ಜ ಜ ಹ ಶರಮನನರಯಣ	Positive
ನರಯಣ ಸಗ ನದ ಬದವರ ಲಕ ಮದ	Mixed feelings
ಟರಲ ಮನಸಟರ_ಕನನಡ ನಆಯತ ಕಣ ಇವಗ ನನ ನನಗತ ದಡಡ ಷಡ ಅಲಲ ಅನನದದರ ನನ ಮಬಲ ಹಕಕ ಏನ ಕಷಟ ನನ ನನ ಮಬಲ ನನ ನಜವದ ಹಸರ ಹಕಲಲಲ ಮಲ ನನ ಬದರ ಅಷಟ ಕಮಟಸ ನಗ ಉಲಟ ಆಗಲ ನನನಮಮನ	Negative
ನಲಕ ದನಗಳದರ ನ1 ಟರಡಗನಲಲ ಇದ ಜಗವನನ ಯರಗ ಬಟಟಲಲ ಪವರ ಹಗರಬಹದ ಹಳ ಈವರಬಡ ಹಯಡಸ ಉಪ	Positive
ಚಲ ಅತ ನಟಕ	unknown state
ಎಷಟ ಗಣಮಟಟವಗದ ಕನನಡದ ಹಮಮ	Positive
ಸಗ ಮತರ ಚಡ	Negative
ಮವ ಸಪರ ಬಸ	not-Kannada
ಕಚಛ ವಠಠಲ ಬಳಗರ ಫಯನ	Mixed feelings
ಎನ ಅನನ ದಲ ಎಬಸ ಬಟಟ ಅಲಲ ಕಮಟ ಬಕಸನಲಲ	Negative
ವಹರ ಇಸ ಹಧ ಸಗ ಪಲಜ ಉಪಲಡ ಹ ಧ ವರಷನ	not-Kannada
ಬಕಗ ಇನದ ಅರಥ ರಕಷತ ಶಟಟಸಪಲ ಸಟರ ಅಲಲ ಫರ ಸಟರ	Positive
ಇವರನ ನಡಡರ ಅಶವತ ಅವರನ ನಡಡ ಹಗ ಅಗಟಟನವಈಸ ಅತ ಏಡ ತರ ಐಡ	Positive
ರಜವಶದ ಅಭಮನಗಳ ಕಡ ಇದ ಅಲ ಬಸಟ	Positive
ಸರ ಪಲಸ ಕಟಕಟ 9743436877	Positive
ವಜಯ ಪರಕಶ ವಐಸ ಸಪರ	not-Kannada
ಹಡ ಬರದರ ನನ ತವ ನಲಲ ನಡಡಡ ಏವರ ಎಲಡನಲಲ ಎಲದರ	Mixed feelings
ಯನಕ ಅಕಟರ ಸಪರ ಮಗ	Positive
ಸಪರ ಸಗ ಗರ	Positive
ಭರತ ಬಳಬಕ ಇಲಲನ ಜನನ ಏನದರ ಮಡಬಕ	Positive
ದಯ ಉ ಖಷ	Positive
ಯಸ ಬರ ಕರಕಟ	unknown state
ನಖಲ ಕರಕಲ	unknown state
ಫಸಟ ಹಗ ಫಲಮ ನಡ ಅಮಲ ಯನ ಬಕದರ ಕಮಟ ಮಡ	Mixed feelings
ಎನ ಗರ ಸಪರ ಅಗ ವಡಯ ಮಡದರ ಅಣಣ	Positive
ಖರಬಬ ಪಗರ ಸಗ ಲಕ 317ಕ	Negative
ಮಕಗ ಸಪರ ಸರ	not-Kannada
ಐ ಫಲ ಸಡಲವಡ ಹವ ನಟ ಲಸಟ ಶಕರನಗ ಆಫಟರ ಸಇಗ ರ2	Positive
ಹಯಡಸ ಉಪ ಅನನ ಪದ ಐಡ ಅಲವ	Negative
ಏನ ಇನವಸಟಗಶನ ನದಥಡಯ ಅಶವತತಮ ಈದರ ಓಗ ನಬಕ ಅಗಟಲಲ ದವರ ಅಶವತತಮ ನಜ ವಗಲ ಇತ ಇಸ ಉನಬಲವಬಲ ಗಡ ಪಲಸ ಡಕಟರ ಏಗ ಇನವಸಟಗಶನ ಮದ ಆಡ ಯವಧ ಹಸರ ಗಹ ಅಧರಲ ಆಲ ಹಗ ನದ ಇನ ಪಜ ಮದಥಧರ ಆಡ ಮಟ ಸಕದರ ಯರಗಧರ ಪಲಸ ಇನಫರಮತನ ಕದ ಆಡ ಗಡ ಜಬ ನನನ ದವರ ಚನನಲ	Positive
ಕಳ ಕದರವ ಭದವರನಭವಯಲಲ ಅರತವರನಯರಲಲ ಬಡ ಮನನಡನಇದದರದದ ದತ ಕಥನನಕ ದಕಕನಲ ಬಕವನನಬದಕ ಹಡದ ಮನವನನತಲ ಮಲದ ಕರಟನತರ ಹಠನಗರ ಬನನಟಟ ನತರನನಗಳ ಮತನ ಬಜರನಸದದ ಸರದ ಸಮರನಪತರದ ಪರಚಯ ಇರರನಆ ಬದಕಗ ಇದ ಘನ ಹಸರನಹಯಡಸ ಅಪನಅದ ಅನವರತನಹಯಡಸ ಅಪನನ ಅಜಞತನಹಯಡಸ ಅಪನಇದ ವದತನಇದ ಚರತರ ಸಷಟಸ ಅವತರನರಗರದ ಮಯ ಜಲನಅನಭವಸ ಓ ಪರಕಷಕನನದಷಟ ನನನಬಬನ ಮಲಡನತಪಪದ ನಜ ಮನರಜನನನನನ ಗಲಬದ ಅನನತನನದನ ಓರವ ರಕಷಸನತಪಪಲಲ ಆದರ ಅದವನಊಹಗ ಮರದ ಸಹಸನಅನಸತತನಬದ ಹಗದ ರಚಸಲ ಹಸದ ಶಸನನಮರಯಲ ಗಗನದಲ ನಮಮದ ಲಛನನಯಧಧ ಮಡಬಕ	Positive
ಸ ಸಪರ ಸಗ	Positive
ಸಪರ ಸಪರ ಸಪರ	not-Kannada
10 ಮಲಯನ ವವಸ ಆಗತತ ಅನನರ ಲಕ ಮಡ	unknown state
ವಡರಫಲ ಸಗ ಡಲ 56 ಕಲಲಲ ಆಡರ ಎನ ಮಸ ಮದಕಡಟ	Positive
ಹಯಡಸ ಉಪ	Positive
ಇದ ಚರತರ ಸಷಟಯ ಅವತರ	Positive
ಉಷ ರಓ ಮಡಲ ಕಯಸಟ ಸಸಟಮ ಹಗಬಕ ಇಟರ ಕಯಸಟ ಮಯರಜ ಹಚಚಗ ಅಗಬಕಯವಗ ಕಯಸಟ ಹಗಟಟ ಅವಗ ರಸರವತನ ಹಗಟಎಲಲ ಕಡ ನಮ ಕಯಸಟ ಯವಡ ಅತ ಕಲರ ಹಚಚದರಬಕಬತತ ಇಲಲ ಯರ ತನಟಲಲ ಹಕಕಡಎಲಲ 75ಇಡಯ ಪರಬರಟ ಓಬಬರ ಕಯಸಟ ಹತತರ ಐಡ ತಮಗ ಗಟಟ	Negative
ತರ ವಲಲವನ ಗಡ ಬರಗರಟ	unknown state
ಸಪರ ಸಪರ ಬಸ	Positive
ಇದ ಚರತರ ಸಷಠಸ ಅವತರ	Positive
ಸರ ನಗ ಅನಥ ಅನಥ ಧನಯವಧಗಲ	Positive
ಬಳ ಚದ ಐತರ ಕಥ	Positive
ಸಪರಬ ಮವ	not-Kannada
ಸರಯಗ ಡಗದಯ ಗರ ಅಲ ಬಸಟ ದಶ ಅಭಮನ ಏಲಡ ಈರ ಸಲ ಮಕಕಲ ಗ ಸರಯಗ ಡಗ ಬಕ	Negative
ಮಡ ನಡನ ಸಧಯಕಷ ಪಲನ ಇಲಲ	Negative
ಪರಜವಲ ಹಸ ತನದ ಸನಮ ಇದ ಅನಸತತ	Mixed feelings
ಒಡಯ ಬಲಕಬಸಟರ	Positive
ಹನ ಮಯಸಕ ಗರ	unknown state
ಚತರದಲಲ ಏನ ಇದ	Negative
ಹದ ಸಗ ಕ ಲಗ ಡ ಪಲಸ	not-Kannada
ವರಷ ಬದ ನಯಸ ಕಲ ಕಲ ಸಕಗತತಫಸಟ ಗಡ ನಯಸ ಆಫ 2020	Positive
ಸಪರ ಬರ ಉ ವಡಯ	not-Kannada
ಇನನ ಎಲಲಲಲ ಕಳತವರ ಅದಲಲ ರಪರಟ ಇವನಗ ಕಡರ ರಸರಚ ಗ ಹಲಪ ಆಗಲ	Mixed feelings
ಉ ಗರಟ ಸರ	not-Kannada
ಬಸ ಅಭಮನ ಕಡದ ಆಲ ಬಸಟ	Positive
ಅಹ ಬಸ ಬಸ ಅತ ಗರಪ ಕತಬಡಲಲ ಸಪಲ ಜವನ ಸಪರ	Negative
ಸಪರ ಫಲಮ ಗರ	Positive
ಸರ ನವ ದಡದ ಬದಕತದರ	Positive
ಕರತಕ ಸ ಐ ಸಯದ ಡಸಲಕರಸ	unknown state
ಅವಸಮ	Positive
ಐ ಲವ	Positive
ನಮಮ ಅವವ ರಡ	Negative
ವಶಲ ಶಟ ಹ ಹದದ ನನಗ ಕಲಸ ಜಸತ ಮದಲ ಗಡ ಡಗರ ನನ ಅದಷಟ ಗಯಗಳ ಕದರತತರ ಏನ ಹಗ ಕಲಸ ನಡಕ ದನದ ಖರಚಗ ಬಕಲಲ	Negative
ಟರಲ ಮನಸಟರ_ಕನನಡ ನಸಡಲವಡ ದಗರ ದಸ ದಬಬಸ	Negative
ಟನಸ ಕಷಣ ಫಸ ಹತ ಲಕ	unknown state
ಇನತವರನನ ಗದಬಗಕಕ ಕಲಸಬಕ ಟಕ ತಕ ಮದಲ	Negative
ಸಲಟ ಟ ಸಡಲವಡ	not-Kannada
ಬರ ಅವರಗ ಏನನ ಉಗ ಸತತರ ಯದರಲ ಗದನ ಮಗನ ಎಡಡರ ಮತ ಹಲತರಲಲ ಯರ ಗದ ಯರಡ ಮಕಕಲ ನಯಗಲಗ ಯನ ಅಲವ ತ ಪರತ ಯದನ ನಮಮ ಗ ಅನನ ತಮಮ ನಮಮ ವಸತ ತಲಕರ ನಯಗಲ	Negative
ಈತರವ ಗದ ಕವಸಟನಸ ಯಕ ಕಲಟಯರಡ	Negative
ಸಪರ ವಡಯ ಬರ	not-Kannada
6 ವಜಯ ದವರಕಡ	unknown state
ನಕಸತ ಲವಲ ಗರನನ ಬಕ ಭಯ	Positive
ನನ ವತ ಡ ಉ ತಕ	not-Kannada
ಅದಭತ ಕನನಡ ಸನಮ	Positive
ಎಟರಟನಮಟ ಆಡರ ಹಡ ಹಲಯ	Positive
ಸಪರ ಸಗ	unknown state
ರಶಮಕ ಹರ ಫಸ	unknown state
ಲ ಬದ ನಯ ಫನ ಅಲ ರಡ ಟಗಡ ಆಯಥ ಅವರಗ ಆದರ ಲಬ ಸಕತ ಆದರ ಟಕ ಟಕ ಎಡ ದನ ಅವರಗ ಲಬ ಬರತ ಏನನ ಮಲ ಯವ ವಸತ ಟಗ ಬಡ ಚನ ವಸತ ನನ ಟಗ ಬಡ ನನ ಅತ ತರಗ ನಡಲಲ ಅಲ ತ	Negative
ಸಕಕತ ಹರದ ಗರ ಓಲ ಪತತ ಕಲಸದಯ ಟಕತಕ ಸಪಪರಟ ಮದಧ ಚ ಆಸ ಗಲಗ	Positive
ಸಪರ ಸಗ ಐ ಲಕ ಇತ	not-Kannada
ಬರ ಧನಶರನ ರಸತ ಮದ ಚನಗರಟಥ	Mixed feelings
ಅಲಕ ಖರ ನಖಲ ಅನನನ ಅಕಟಗ ಗ ಕಡತರ	Negative
ಚಡ ಚತರನನ ಗರ	Positive
ಮಯಸಕ ಇಸ ಯನಕ	not-Kannada
ಮಹನ ವಯಕತಯ ರಕತ ಅಲಲವ	Positive
ಆಸನ ಕಗಫ	Mixed feelings
ಮನ ಚದರ ಇಲಲ	Negative
ಸಸಪನ ಮವ ಪರಜವಲ	Positive
ಸಪರ ಬಸ	Positive
ತಬ ಚನನಗ ಮಡಬದದ ಶಭವಗಲ ಪರಜವಲ ಭಯಡ ಬಸ ಭಕತ	Positive
ದಯ ಚಲನಚತರ ತಬನ ಚನನಗದ ಸವಲಪ ಪರಚರದಲಲ ಕರತ ಇರಬಹದ ಹಡಗಳನನ ಹಕದದರ ಇದ ಇನನದದ ಮಗರ ಮಳ ಆಗತತತ ಹಟಸ ಆಫ ಟ ಡರಕಟರ ಅಶಕ	Negative
ಚಡ ಸಟಪ ಚಡ ಬಗಮ ಸಪರ	Positive
ಸರ ಕಯಕವ ಕಲಸ ಹಯಟಸ ಆಫ ನಮಗ ನಮಮದ ಒದ ಪಠ ಕಲತ ಅದ ಕಲಸ ಯವದ ಆಗಲ ಅದನನ ಶರದಧಯದ ಮಡಬಕ ಅನನದ ಧನಯವದ ಸರ ನಮಗ	Positive
ಕಮಯನಸಟ ಗವರನಮಟ ಬಟರ ಏನ ಹಗದರ	Mixed feelings
ಸಪರ ರಕಷತ ಶಟಟಅಜನಶ ಲಕನಥ ಏನ ಮಯಸಕ ಗರ ನದಉಳದವರ ಕಡತಕರಕಪರಟಅಕರರಗತರಗಬಲ ಬಟಮಪಡಡಹಲಜನ ಜನ ಎಸ ಪಪಪವಸನಅಚಚ ಕನನಡ ಗತಗಳನನನ ಕಟಟರ ಫಲಮ ಎಲಲ ಮಯಸಕ ಸಪರ ಹಟ	Positive
ಐ ಲಕ ಯರ ಕಟಟ	not-Kannada
ನಮಮ ದಶದಲಲ ರಜಕಯ ಮಡ ಸಯತರ ಸ ರಜಕಯ ಇಲಲ ದಶ ಬಗ ಉದದರ ಆಗತತ ಇಲಲ ಅಷಟ	Negative
ಇದ ಚರತರ ಸಷಟಸ ಅವತರ	Mixed feelings
ತರಹ ಒಳಳಯ ಕಸಪಟ ಇಟಕಡ ಮವ ಮಡರಪಪ ಕಸ ಮಡದ	Negative
ಸರ ಉ ಅಮಝಗ	Positive
ಪಪ ಪಬಪ ಪಪ ಪಬಪಬಪಪಙಟನ ತ ದನ ತನ ಟದತದಡನರಡ ಇನ ಫಲನನಡಇತಕಟಡ	Positive
ಕಲ ಕದರವ ಬಧವರನನಭವಯಲಲ ಅರತವರನನಯರಲಲ ಬಡ	unknown state
ಡಲಎಗಡ ಮ ಹಲ ಬರ	unknown state
ತಬ ಚನನಗ ಬದರ ನಮಮ ಒದದ ಮತ ಮತತನತದದ	Positive
ಯರ ಯರ ಅಶವತತಮ ಬದಕದನದ ನಮಬಟರ ಎಲಲ ಓದ ಲಕ ಮದ	unknown state
ಕಮನಷಟ ಸರಕರವ ಒಳಳಯದ ಅಲಲ ರಜಕಯ ಇರಲಲ ದಶದ ಅಭವದಧ ಒದ ಗರನನಮಮ ದಶದ ಸಥತಗ ಕರಣನ ರಜಕರಣಯರನಹರ ವಶಸಥರ	Mixed feelings
ಸಪರ ಗರ	not-Kannada
ನವನಕಮರ ಲ ಕನನಡ ಅಲಲ ಕನನಡ	Negative
ಒಳಳ ಸನಮ ಮತರ	Positive
ಶರಮನ ನರಯಣ	unknown state
ಇಗನ ಕಲಡಲಲ 60 ಈರಸ ಬಡಕಧ ಕಸತ 5000 ವರಸ ಈರತರ ಯಕರ ಜನರ ಇನಸಟನ ಉಸ ಮಡಕಟರ	Negative
ಸಪರ ಸರ	not-Kannada
ಮವ ರಲಸ ಆದಮಲ ಮಟ ಪಕಪ ಆಗತ	Positive
ರಕಷತ ನಕ ಮದ ಭಕತರ	Mixed feelings
40 ವರಷ ಎಡ ಕಲಡಡ ಸಟರ ಏವಗ ಶಥಶ ಆಗತ ಎಡ	Positive
ಚಮಯಯ ಮಸಟರ ಆಶರವದ ಯವಗಲ ಇರತತ ನಮಮಲಲ ಸವಭಮನ ಇದ ನಮಮಲಲ ಒದ ಛಲ ಇದ	Positive
ಸಷಪರ ಐ ಲವ ಮ ಕನನಡ	Positive
ಹದ ವರಜನ ರಲಸ ಮಡ	Mixed feelings
ಬಕ ಗರ ನನ	Positive
ಟರಡ ಸಟರ ಅವಸಮ	Positive
ಚಳಗಲದಲಲ ಹಡತನ ಬಟಟಗಗದ ಟಕ ಟಕರಸ ಸಥತ ಲಕ ಹಟ ಗ ಬದರ ನಯ ತರ	Negative
ವರ ನಸ ಟಗರ ತಪಪ ಸಟರ	not-Kannada
ರಮ ರಮ ತಸ ಋತ ಜರಪ	Mixed feelings
ತಕ ತಕ ಮತತ ಪಬ ಗ ಅರರನ ದಯವತತ ಇಡಯ ಬರಡರ ಆಫ ಇಡಯಲ ಗ ಕಲಸಕದ	Negative
ಚರಜವ ಅದಕಕಸಕರ ಸಯದ ದಶವನನ ಸತತಡತತ ಇರತರ	Positive
ಸಮತ ಪಟಲ ಬಟ ತರಸಲಲ	Negative
ಬಧ ಕಗಧ ಗಣಹಶರ ಹಯಡಸ ಉಪ	Positive
ಚದರ ಕಠ ಸಗಗಪಪ ಮನತನ	unknown state
ಫಲ ರಸತ ಮದದದಯ ಸಮಬರಗಲಗ	Positive
ಥಬ ಚನನಗಡ ಅಗಬಕ ನನ ಮಕಲಗ	Negative
ತಪಪ ಏನ ಇಲಲ ದರವ ಮಡದರ ನಮಮ ಬಗಗ ಹಮಮ ಇದ ನಮಮ ಯವಕರ ಕಲಸ ಮಡದ ಕತದದರ ಅವರಗ ನವ ಒದ ಮದರ ಶರಮತಕ ಗಣದಲಲ	Positive
ಯಟಬ ಚನನಲ ನಲಲ ಆಸನ ರಲಸ ಪರಮಸ ಉಪಲಡ ಮದ ಸರ	Positive
ಚಡ ಸಗ ಗರ	Negative
ಅಲ ಬಸಟ ಜಟಲಮನ ಟಮ ಫರಮ ಅಲ ಡಬಸ ಫಸ	not-Kannada
ಲವ ಉ ರಕಷತ ಶಟ	unknown state
ಸಪರ ಸಗ	Positive
ಸತಶ ಮ ನನನ ಕನ ಗಡ ಸರಯಗ ಮತದ ದರಶನ ಫಸ ಬರ ಕತತದಗ ಮತಡಕರ ಟರಲ ಮದತದರ ಇದ ನಗ ಗಟಟನಲ ದರಶನ ಬತರ ಯರಗ ಸಪಪರಟ ಮಡಲ ಅತ ರಮರಸ ಸಪರಡ ಮದದರ ಅಢಕ ನಗ ಅಗ ಅನಸಥ ಹಲಡ	Negative
ನದ ಪರಥಸರಥ ಜಯ ಬಸ	Negative
ಪತರದ ಪರಛಯ ಇರರಎ ಬದಕಗಡ ಹಲ ಹಸರಇಸ ಹ ಮಟಯನಗ ಉಲದವರ ಕಡಟ	Mixed feelings
ರಕಷತ ಶಟ	Positive
ಪಟರ 18 ಙಜ	Mixed feelings
ನನ ಫಲಮ ನದಡ ಎಡಕಟ ಆಗದದನ	Positive
ನಜ ಅಶವತತಮ ಚರಜವ ಕಷಣ ಕಟರ ಶಪ	Positive
ಸಲ ಪಯಸನಗ ಸಗ	unknown state
ಯಟಬ ಸಬಸಕರಬರ ಅತ ಲಸಟ 5ಲಕ ಕಡ ಎಲಲ ಯಲಲ ರಚ ಅಗಟಟ ತ ಸರಸ ನಲಲ ಬಟಟದರ 10ಮ ಅಗರಡ ಅವರಡಡ ತಪಪ	Negative
ಯಸ ಅಗರಡ ಫಸಟ ಟಮ ಕಲಡಗ ಅನಸತ ಬಟ 45 ಕಲಡಗ ಅಗಯತ	Mixed feelings
ಆಕಟಲಲ ಇದ ಚನಗರಡ	Mixed feelings
ಕನನಡ ಸಪರ ಸಗ	not-Kannada
ನಮಮ ಕನನಡ ಇಡಸಟರ ಯಕ ನಮಮ ಕಲವದರನನ ಕ ಬಡತರ	Negative
ಹದ ಇದ ಸಕಷತ ಕಷಣ ಕಟ ಶಪದ ಪರಣಮ	Mixed feelings
ಕನನಡದಲಲ ಹಚಚಗ ಮತನಡದದಕಕ ಧನಯವದಗಳನಲ ಬಸಟ ಸರ	Positive
ಮಸಟ ಲಕತ ಕನನಡ ಮವ ಸಗನ1	Positive
ಡ ಬಸ ಅಭಮನಗಳ ಕಡಯದ ಅಲ ಬಸಟ	Positive
ಸಪರ ಅಗ ಮಥದತಯ ಬರ	Positive
ಹಯಡಸ ಉಪ	unknown state
ಕನನಡದಲಲ ತರ ಸನಮಟಗರಫ ಇರ ಮವಸ ಇನನ ಬರಲ	Positive
ಬಳಬಕ ರಸಮಕ ನನನ ನಡ ಉರಕಬಕ	Negative
ವತ ಅಬಟ ದವರಕಡ	unknown state
ಆವಗವಗ ಹಡ ಕಳಲಲಲ ಏನ ಮಸ ಮಡದಹಗ ಆಗತತನಸಲ ಪಯಸನ	Positive
ಹಯಡಸ ಉಪ	unknown state
ಸಪರ ಗರ ನನ ವಐಸ	Positive
ಅಮರ ಪರಸದ ಸರ ನಮ ದಶದಲಲ ಚನ ಕತ ತಲಹದಕರ ಜಸಸತ ಎದರ ಗತತ ನಮ ದಶ ಏನ ಕಮಮ ಎಲಲ ಎಸಲಮಕರನ ಮದದರಲಲ ಚನ ಕತ ಕಮಮ ಎಲಲ ನಮ ದಶದಲಲ ಜನ ನಮಮನನ ದವಸತನಕಕ ಸರಸಲಲ ದವಸತನಕಕ ಸರಲಲ ಅನನರ ಚನ ಕತ ಕಮಮ ಎಲಲ 100 ರಲಲ 35 ಮರಕಸ ಟಗಡರ ಅವಗ ಮಸಲತಯಲಲ ಕಲಸ ಟಗಲರ ಏನ ಚನ ಕತ ಕಮಮ ಎಲಲನಡನ ಚನದಲಲ ಎಸಟಡ ಸವಲತತ ತರಸ ನಡನ	Negative
ಸಪರ ಸಗ ಬರ	not-Kannada
ಸಪರ ಐ ಲಕ ಇತ	unknown state
ಯಸ ಸಪರ ಬರ	not-Kannada
ಕಲ ಕದರವ ಬಧವರನಭವಯಲಲ ಅರತವರನಯರಲಲ ಬಡ	Positive
ನನನ ಪಡ	Negative
ನಜ ನನಗ ಹಗ ಆಯತ ಮರರ	Mixed feelings
ನದ ಪರಥಸರಥ ಇಲಲ ಗತತ ಆಗತ ಐಡ ನನ ಯಸತ ಉರಕದ ಸತತದಯ ಅತ ಯನರ ನಮಮ ಸಮ ಬಲಗರನ ಟಪ ನಯ ಪದ	Negative
ಪಟ ಆಡರ ಯವದ	unknown state
ಸರ ನಮಮನ ನಡಟದರ ಅಶವತ ಸರನ ನದಧಸತ ಕಶ ಆಗತ ಸರ	Positive
6 6 6 6 6 6 ಸಪರ 30	unknown state
ರತ ಬಧ ಭವ ಬಡ ಇಡ ರಜಯದಲಲ ಅವರನನ ಇಷಟ ಪಡವ ಅಭಮನಗಳ ಇದದರ	Negative
ಗತತಲಲ ರಕಷತ ಶಟರ ನಟನಗ ನನ ಫದ ಬಸ ವತಗ ಫರ ಮವ ಚರತರ ಬರಯ ಎಲಲ ಲಕಷಣ ಇದ ಅಲ ಬಸಟ ಯರ ಬರಯಟ ಫಯಚರ	Positive
ಯಸತ ಬಜರ ಆಲ ಏಧ ನಗ ನಗ ತದಯಕ ಅಗಥ ಎಲಲ ವಡ ನದ	Negative
ನನ ಕಡ ಮಬಲನಲ ನಡದದನ ಎಬ ಪರಜನ ಕಡತ ಇದನರಮಪಕರ ಖತ ಹಕ ದಡಡ ಹಕವ	Negative
ಸಪರ ತಗರ ತಪಪ	Positive
ಅನನ ನನ ಸಪರ ಯಲರಗ ಸರಯಗ ಉಗದಡಯ ಅವರಗಲ ಬರಥ ಎಡಡ ಬಕಷ ಕಸ ಮಸ ಆಯತ ಅತ ಸಪಪರಟ ಮದಥ ಎಡರ ಆಸತ	Negative
ಸಗನಯತರ ಸಟಪ ಇಷಟ ಆದರ ಊಟ ಓದ ಲಕ ನಸಗ ಸಪರ ಅನಸದದರ ಬಡ ಎರಡ ಕಮಟ ನನನ ಕನನದಗ ಆದರ	Positive
ಯಲಲ ಭಷಲ ನಡದ ಫಲ ಬಕ ಪ	Positive
ಸಪಲ ಸಟರ ಫಸ ಅಡರ ಲಕ ಮದ	unknown state
ಬರದರ ಬದ ಗವಡ ಟಕ ಟಕ ಬನ ಹಗರಧರ ಬಗಗ ಮತದಧಲಲ ಬಗಗ ವಡಯ ಮದ ಲವ ಉ ಚನನಲ	Positive
ವ ಬಸ ಸರಯಗ ಹಲಧರ ಬಟ ಉಸ ಮಡರಗ ಸರಯಗ ಹಲ ನಕಸತ ವಡಯ	Mixed feelings
ಸಪರ ಅಣಣ	Positive
ನದ ಪರಥಸರಥ ನದನ ನದನ ನನ ಹಲ ಸಮಲ ಬರತ ಇದ	Mixed feelings
